Tech ID,Title,Lic. Manager,NCS Author,Lead Inventor,Status,Disclosure Date,Upload to Tech Publisher,Inventor Assign Date,Lic. Manager Assign Date,Public Disclosure Date,Project,Created Date,Updated Date,Last Related Update,Archive Date,Division/Department,Owners,Account Numbers,Alternate Title,Categories,Comments,Distributed,Grants/Awards,Holdback,Interests,Invention ID,Inventors,IP Manager,NCS Date,NCS Status
01-T-012,Reduction of Artifacts Caused by Local Gradient Field in Functional Magnetic Resonance Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,2/9/2001,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,01-D-012,Yiping Du,"Unassigned, Unassigned",,
01-T-015,NodDetect (Computer Software),"Juggernauth, Anne",,Kunio Doi,Closed/Inactive,3/1/2001,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Radiology",,, ,,,0,,0,,01-D-015,"Kunio Doi, Roger Engelmann, Shigehiko Katsuragawa, Qiang Li, Xin-Wei Xu, Hitoshi Yoshimura","Ginsburg, Eric",,
01-T-022,A Novel Class of Peptides that Bind Androgen Receptor,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,3/27/2001,No,,,,,12/10/2018,11/1/2020,10/18/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Pathology, Radiation and Cellular Oncology",,, ,,,0,,0,,01-D-022,"Douglas Bishop, Philip Connell, Emir-Assan Khatipov, Ralph Weichselbaum","Dembo, Anna",,
01-T-025,Developement of a Suppository Form of Thalidomide.This Topical Form of Thalidomide may be Beneficial for a Variety of Anorectal Diseases with Limited Absorption in the System.,"Unassigned, Unassigned",,Eli Ehrenpreis,Closed/Inactive,4/16/2001,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,01-D-025,"Eli Ehrenpreis, Seymour Ehrenpreis","Unassigned, Unassigned",,
01-T-027,TCR Gene Modified Peripheral Blood T Cells for Treating Patients with Her-2/neu+ Tumors.,"Unassigned, Unassigned",,Michael Nishimura,Closed/Inactive,4/20/2001,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology",,, ,,,0,,0,,01-D-027,"Carl Jackson, Rolf Keissling, Eiji Miyahara, Michael Nishimura","Unassigned, Unassigned",,
01-T-029,New Methods of Data Acquisition and Image Reconstruction in Single-Photon Emission Computed Tomography,"Smith, Dane",,Xiaochuan Pan,Closed/Inactive,4/26/2001,No,,,,,12/10/2018,11/17/2020,10/29/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,01-D-029,"Chien-Min Kao, Charles Metz, Xiaochuan Pan","Cox, Ben",,
01-T-034,Produces Sterility in Male Drosophila Melanogaster,"Unassigned, Unassigned",,Timothy Karr,Closed/Inactive,5/16/2001,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Radiology",,, ,,,0,,0,,01-D-034,"Cort Anderson, Timothy Karr","Unassigned, Unassigned",,
01-T-035,"A Delayed-release Form of D-xylose which will Function as an Indirect, Nonradiologic Method for Determining the Prokinetic Properties of Drugs.","Unassigned, Unassigned",,Eli Ehrenpreis,Closed/Inactive,5/16/2001,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,01-D-035,Eli Ehrenpreis,"Unassigned, Unassigned",,
01-T-037,"Intrathecal Intracisternal, or Cerebrospinal Fluid Delivery of Poloxamer 188 for Protection of the Brain and Spinal Cord against Injury and Degeneration","Unassigned, Unassigned",,David Frim,Closed/Inactive,5/22/2001,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology, Surgery",,, ,,,0,,0,,01-D-037,"William Cromie, David Frim, Un Jung Kang, Raphael Lee, David Wright","Unassigned, Unassigned",,
01-T-038,Multi-Slice Magnetic Resonance Imaging with Steady-state Multiple Data Acquisitions at Selected Slices,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,5/29/2001,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,01-D-038,Yiping Du,"Unassigned, Unassigned",,
01-T-042,Polyconal Antibodies to Estrogen Receptor Beta,"Tennant, Thelma",,Geoffrey Greene,Closed/Inactive,7/12/2001,No,,,,,12/10/2018,10/5/2020,10/19/2021,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,,,0,,0,,01-D-042,Geoffrey Greene,"Sun, Han",,
01-T-045,Brief Pediatric Asthma Screen Plus (BPAS+),"Unassigned, Unassigned",,Raoul Wolf,Closed/Inactive,7/12/2001,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,01-D-045,"Carolyn Berry, Trimina O'Connor, Kelly Quinn, Raoul Wolf","Unassigned, Unassigned",,
01-T-051,Chemoselective Immobilization of Gold Nanoparticles onto Self-Assembled Monolayers,"Tennant, Thelma",,Luping Yu,Closed/Inactive,7/30/2001,No,,,,,12/10/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Chemistry, Physical Sciences Division (PSD)",,, ,,,0,,0,,01-D-051,"Eugene Chan, Luping Yu","Hwang, Luke",,
01-T-052,"Single Nucleotide Polymorphism in the Enhancer Region of Uridine Glucuronosyltransferase 2B7, Causing Decreased Glucuronidation Efficiency.","Tennant, Thelma",,Mark Ratain,Closed/Inactive,8/9/2001,No,,,,,12/10/2018,10/5/2020,10/29/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Human Genetics, Medicine",,, ,,,0,,0,,01-D-052,"Angella Charnot, Edwin Cook, Soma Das, Federico Innocenti, Lalitha Iyer, Jacqueline Ramirez, Mark Ratain, Michael Sawyer","Sun, Han",,
01-T-056,Surface Modification of Tracheostomy Tube to Decrease to Bacterial Colonization/Biofilm Formation,"Smith, Dane",,Dana Suskind,Closed/Inactive,8/13/2001,No,,,,,12/10/2018,4/25/2022,4/25/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,,,,,0,,0,,01-D-056,"Fuad Baroody, Donald Liu, Dana Suskind","Ramirez, Mario Riojas",,
01-T-057,Biological Sciences Web-based Writing Program Lesson Content,"Smith, Dane",,Amy Lehman,Closed/Inactive,8/13/2001,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,01-D-057,"Matthew Bean, Gina DeGiovanni, Amy Lehman, Katherine Nagel","Ginsburg, Eric",,
01-T-059,"Novel Approaches for Increasing the Field of View, for Increasing the Rotation Speed, and for Reducing the Cost in CT.","Smith, Dane",,Xiaochuan Pan,Closed/Inactive,8/21/2001,No,,,,,12/10/2018,11/17/2020,10/29/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,01-D-059,"Chien-Min Kao, Xiaochuan Pan","Cox, Ben",,
01-T-060,Low Phospho-serine-STAT1 Levels in Active MS.,"Tennant, Thelma",,Anthony Reder,Closed/Inactive,8/22/2001,No,,,,,12/10/2018,5/18/2021,5/18/2021,,"Biological Sciences Division (BSD), Neurology",,,,,,0,,0,,01-D-060,"Paul Byskosh, Xuan Feng, Anthony Petraglia, Anthony Reder","Bakalyar, Heather",,
01-T-063,New Assays for the Palmitoylation of Proteins,"Butler, Brittany",,William Green,Closed/Inactive,8/30/2001,No,,,,,12/10/2018,10/5/2020,10/19/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Neurobiology, Pharmacological and Physiological Sciences",,, ,,,0,,0,,01-D-063,"Renaldo Drisdel, William Green","Butler, Brittany",,
01-T-064,A Simplified System for Tetracycline-Controlled Gene Expression Coupled with Histone Deacetylases in Mammalian Cells,"Butler, Brittany",,Tong-Chuan He,Closed/Inactive,9/19/2001,No,,,,,12/10/2018,10/5/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Surgery",,, ,,,0,,0,,01-D-064,"Benjamin Breyer, Tong-Chuan He, Wei Jiang, Lan Zhou","Butler, Brittany",,
01-T-065,Anti-diabetic Effects of Gymnema Yunnanense Extract.,"Tennant, Thelma",,Chun-Su Yuan,Closed/Inactive,9/20/2001,No,,,,,12/10/2018,5/13/2022,6/28/2022,###############################################################################################################################################################################################################################################################,"Anesthesia and Critical Care, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,,,0,,0,,01-D-065,"Lucy Dey, Shengxiang Qiu, Ji An Wu, Jing-Tian Xie, Chun-Su Yuan, Liu Zhang","Dembo, Anna",,
01-T-067,Novel Inhibitors of the Shikimate Pathways,"Tennant, Thelma",,Rima McLeod,Closed/Inactive,9/26/2001,No,,,,,12/10/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,,0,,0,,01-D-067,"John Londale, Douglas Mack, Rima McLeod","Dembo, Anna",,
01-T-068,Polyarginine is Taken up by T. Gondii,"Tennant, Thelma",,Rima McLeod,Closed/Inactive,9/26/2001,No,,,,,12/10/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,,0,,0,,01-D-068,"Douglas Mack, Rima McLeod, Johnathan Rothband, Paul Wender","Dembo, Anna",,
01-T-070,"Hepatic Fibiosis is Prognosticated by Hepatic Staining for the Activated JNK, or JNK Phospho","Muite, Kevin",,Bernard Davis,Closed/Inactive,10/5/2001,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,01-D-070,Bernard Davis,"Ginsburg, Eric",,
01-T-086,The Glucocorticoid Receptor and its Downstream Gene Targets such as Serum and Glucocorticoid Induced Kinase-1 (SGK-1) and others Transmit a Survival Signal to Epithelial Cells.,"Tennant, Thelma",,Suzanne Conzen,Closed/Inactive,12/12/2001,No,,,,,12/10/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,, ,,,0,,0,,01-D-086,"Deanna Brickley, Suzanne Conzen, Christina Mikosj, Tim Moran","Dembo, Anna",,
02-T-002,A Novel Approach to Nanostructured Functional Polymer Films via Layer-by-Layer Reaction on Solid Supports,"Tennant, Thelma",,Luping Yu,Closed/Inactive,1/3/2002,No,,,,,12/10/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Chemistry, Physical Sciences Division (PSD)",,, ,,,0,,0,,02-D-002,"Eugene Chan, Ng Man Kit, Luping Yu","Hwang, Luke",,
02-T-004,"An ""Optimal"" Method for Combining Two Correlated Diagnostic Assessments","Smith, Dane",,Yulei Jiang,Closed/Inactive,1/10/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,02-D-004,"Yulei Jiang, Charles Metz","Ginsburg, Eric",,
02-T-005,Low Phospho-serine-STAT1 Levels in Active MS.,"Tennant, Thelma",,Anthony Reder,Closed/Inactive,1/11/2002,No,,,,,12/10/2018,5/18/2021,5/18/2021,,"Biological Sciences Division (BSD), Neurology",,,,,,0,,0,,02-D-005,"Paul Byskosh, Xuan Feng, Anthony Petraglia, Anthony Reder","Bakalyar, Heather",,
02-T-006,An Extract of Echinacea Purpurea that Inhibits Microbial Infections,"Muite, Kevin",,Kenneth Thompson,Waived Rights to Inventor,1/14/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,02-D-006,"Earle Holmes, Meryl Squires, Kenneth Thompson","Ginsburg, Eric",,
02-T-011,Medical Diagnosis and Therapy Using Targeted Magnetic Field Delivered Medicated Nanoparticles,"Muite, Kevin",,Axel Rosengart,Closed/Inactive,1/18/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Argonne National Laboratory, Biological Sciences Division (BSD), Neurology",,, ,,,0,,0,,02-D-011,"Jeffrey Frank, Alajar Ghebremeskl, Michael Kaminski, Kenneth Kasza, Robert Macdonald, Peter MacEneaney, Peter Pytel, Axel Rosengart","Ginsburg, Eric",,
02-T-012,Cerebrospinal Fluid Exchange: a Method of Subarachnoid Toxin Removal and Treatment in Brain/Spinal Cord Injured Patients,"Muite, Kevin",,Axel Rosengart,Closed/Inactive,1/18/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology",,, ,,,0,,0,,02-D-012,"Jeffrey Frank, Stephen Mayer, Cassandra Milling-Jacobs, Axel Rosengart","Ginsburg, Eric",,
02-T-014,Intracranial Multimodal Ultrasound Monitoring (IMUM).,"Muite, Kevin",,Axel Rosengart,Closed/Inactive,1/18/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology",,, ,,,0,,0,,02-D-014,"Jeffrey Frank, Axel Rosengart","Ginsburg, Eric",,
02-T-016,Correction of the Non-linearity of  RF Amplifier in Magnetic Resonance Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,1/25/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-016,Yiping Du,"Unassigned, Unassigned",,
02-T-017,Single-Shot Spiral-In / Spiral-Out Pulse Sequence in Functional Magnetic Resonance Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,1/25/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-017,Yiping Du,"Unassigned, Unassigned",,
02-T-018,Shifted Echo Train Echo-planar Imaging in Functional Magnetic Resonance Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,1/28/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-018,Yiping Du,"Unassigned, Unassigned",,
02-T-022,Molecular Rectifiers Based on P-N Junction Molecules,"Tennant, Thelma",,Luping Yu,Closed/Inactive,2/12/2002,No,,,,,12/10/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Chemistry, Physical Sciences Division (PSD)",,, ,,,0,,0,,02-D-022,"Dong Chan Lee, Man Kit Ng, Luping Yu, Hsu Yueh","Hwang, Luke",,
02-T-025,Prevention of Lethal Shock caused by TNF,"Unassigned, Unassigned",,Philip Ashton-Rickardt,Closed/Inactive,2/20/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,02-D-025,Philip Ashton-Rickardt,"Unassigned, Unassigned",,
02-T-026,Internal Medicine Pratice Quiz - A 100 Question Quiz to be Used by Medical Students to Prepare for Board Exams,"Smith, Dane",,Adam Cifu,Closed/Inactive,2/26/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-026,Adam Cifu,"Ginsburg, Eric",,
02-T-027,Nebulized Anti-thrombin for the Treatment of Bronchospasm and Bronchial Inflammation,"Unassigned, Unassigned",,Michael O'Connor,Waived Rights to Inventor,3/4/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Anesthesia and Critical Care, Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-027,"Edward Naureckos, Imre Noth, Michael O'Connor","Unassigned, Unassigned",,
02-T-028,An Office Based Test for Salmonella,"Unassigned, Unassigned",,Eli Ehrenpreis,Closed/Inactive,3/5/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-028,Eli Ehrenpreis,"Unassigned, Unassigned",,
02-T-029,Phase Correction for Reducing Image Artifacts Generated by Magnetic Field Inhomogeneity in Magnetic Resonance Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,3/5/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-029,Yiping Du,"Unassigned, Unassigned",,
02-T-030,A Fast Version of Echo-planar Spectroscopic Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,3/5/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-030,Yiping Du,"Unassigned, Unassigned",,
02-T-031,Reduction of Signal Loss Due to Local Field Gradient Using Sinc-Shaped Slice Profile in Gradient-Echo Magnetic Resonance Imaging,"Unassigned, Unassigned",,Yiping Du,Closed/Inactive,3/5/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-031,Yiping Du,"Unassigned, Unassigned",,
02-T-033,Promote Health Survey,"Unassigned, Unassigned",,Karin Rhodes,Closed/Inactive,3/15/2002,No,,,,,12/10/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-033,"Karin Rhodes, Michael Roizen, Donald Scott","Unassigned, Unassigned",,
02-T-035,Carbohydrate Arrays for the Quantitative Evaluation of Protein Binding and Enzymatic Modification,"Unassigned, Unassigned",,Milan Mrksich,Closed/Inactive,3/19/2002,No,,,,,12/10/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Chemistry, Physical Sciences Division (PSD)",,, ,,,0,,0,,02-D-035,"Benjamin Houseman, Milan Mrksich","Unassigned, Unassigned",,
02-T-041,Flourescent Markers of Ca 2t Permeable AMPA Receptors,"Muite, Kevin",,James Brorson,Closed/Inactive,4/12/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology",,, ,,,0,,0,,02-D-041,"James Brorson, Mark Duban, John Leitzel","Ginsburg, Eric",,
02-T-042,Techniques for Producing Energy from Methane Gradients in Sea Water,"Juggernauth, Anne",,Todd Dupont,Closed/Inactive,4/17/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-042,Todd Dupont,"Ginsburg, Eric",,
02-T-043,Great Diabetes Care,"Muite, Kevin",,Marshall Chin,Closed/Inactive,4/18/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-043,"Marshall Chin, Jessica Levie","Ginsburg, Eric",,
02-T-045,Nebulized Fondopaparinux and Similar Pentasaccharides for the Treatment of Bronchospasm and Bronchial Inflammation,"Unassigned, Unassigned",,Michael O'Connor,Waived Rights to Inventor,5/3/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Anesthesia and Critical Care, Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-045,"Edward Naureckos, Imre Noth, Michael O'Connor","Unassigned, Unassigned",,
02-T-046,Electroporation of Embryonic Spinal Cord Neurons with Mutant Genes Related to Neurodegenerative Disease or with Part of All of the Viral Genome,"Butler, Brittany",,Raymond Roos,Closed/Inactive,5/9/2002,No,,,,,12/10/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology, Neurobiology, Neurology, Pharmacological and Physiological Sciences",,, ,,,0,NS021442,0,,02-D-046,"Ghanashyam Ghadge, Stephen Guest, Evgeny Pilipenko, Raymond Roos, Kamal Sharma","Butler, Brittany",,
02-T-047,"Expedient, High-Yeilding Synthesis of Silyl-Substituted Salen Ligands","Tennant, Thelma",,Viresh Rawal,Closed/Inactive,5/13/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Chemistry, Physical Sciences Division (PSD)",,, ,,,0,,0,,02-D-047,"Yong Huang, Tetsuo Iwama, Viresh Rawal, Avinash Thadani","Ginsburg, Eric",,
02-T-050,Dual Induction of the Epo-Egr-TNF-alpha Plasmid in Hypoxic Human Colon Adenocarcinoma Produces Tumor Growth Delay,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,5/30/2002,No,,,,,12/10/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology, Surgery",,, ,,,0,,0,,02-D-050,"David Gorski, Nader Hanna, Nora Jaskowiak, Donald Kufe, Helena Mauceri, Mitchell Posner, Rabih Salloum, Mark Saunders, Ralph Weichselbaum","Dembo, Anna",,
02-T-056,It Increases Gene Expression Efficiency by Preventing Off-frame Translation.,"Muite, Kevin",,Herve Seligmann,Closed/Inactive,6/24/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-056,"Herve Seligmann, Leigh Van Valen","Ginsburg, Eric",,
02-T-057,Topologically Multiplexed Optical Data Transmission.,"Juggernauth, Anne",,David Grier,Closed/Inactive,6/25/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Physical Sciences Division (PSD), Physics",,, ,,,0,,0,,02-D-057,David Grier,"Ginsburg, Eric",,
02-T-060,Vitamin D Regulation of Renin-Angiotension System,"Unassigned, Unassigned",,Yan Chun Li,Closed/Inactive,6/30/2002,No,,,,,12/10/2018,10/24/2019,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Gastroenterology, Hepatology & Nutrition, Medicine",,, ,,,0,,0,,02-D-060,Yan Chun Li,"Unassigned, Unassigned",,
02-T-062,The lrd Genes of Arabidopsis Regulate Drought Tolerance.,"Unassigned, Unassigned",,Jocelyn Malamy,Closed/Inactive,7/11/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Molecular Genetics and Cell Biology",,, ,,,0,,0,,02-D-062,"Karen Deak, Jocelyn Malamy","Unassigned, Unassigned",,
02-T-063,More Effective Interferons for the Treatment of Chronic Hepatitis C.,"Muite, Kevin",,Chung-I Wu,Closed/Inactive,7/16/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,Comprehensive Cancer Center,,, ,,,0,,0,,02-D-063,"Nagylaki Thomas, Hurng Wang, Chung-I Wu","Ginsburg, Eric",,
02-T-064,"A New Rectal Suppository Used to Measure Fecal Electrolyte and Fecal Fat Concentrations, as a Substitute for Stool Collections.","Unassigned, Unassigned",,Eli Ehrenpreis,Closed/Inactive,8/7/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-064,Eli Ehrenpreis,"Unassigned, Unassigned",,
02-T-065,Development of a new poorly absorbed form of doxepin for the treatment of bowel disorders.,"Unassigned, Unassigned",,Eli Ehrenpreis,Closed/Inactive,8/8/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,02-D-065,"Eli Ehrenpreis, Seymour Ehrenpreis","Unassigned, Unassigned",,
02-T-075,Angular Interpolation in Fourior Domain for Reconstruction from Limited Views Using Filtered-backprojection Algorithm,"Juggernauth, Anne",,Jian Feng,Closed/Inactive,9/27/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-075,"Shanglian Bao, Jian Feng","Ginsburg, Eric",,
02-T-076,Reduced Bandlimit Technique for Reconstruction from Truncated Projection Data Using Filtered-backprojection Algorithm,"Juggernauth, Anne",,Jian Feng,Closed/Inactive,9/27/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-076,"Jian Feng, M. Fumizawa, H. Madarame, K. Okamoto, D. Tsuru","Ginsburg, Eric",,
02-T-081,Training Artificial Neural Networks (ANNs) with Multiple Target Values to Reduce Output Uncertainty.,"Smith, Dane",,Yulei Jiang,Closed/Inactive,10/31/2002,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,02-D-081,"Yulei Jiang, Bei Liu","Ginsburg, Eric",,
02-T-082,RIBP Knock Out mice - mutation in a T cell signaling adaptor protein,"Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,11/5/2002,No,,,,,12/10/2018,12/14/2021,7/5/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,02-D-082,"Jeffrey Bluestone, Donna Decker, Paul Love, Keshava Rajagopal, Connie Sommers","Dembo, Anna",,
02-T-086,MTB is a Novel Gene Required for Growth of Mammalian Stem Cells,"Unassigned, Unassigned",,John Crispino,Closed/Inactive,11/12/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD)",,, ,,,0,,0,,02-D-086,"John Crispino, Stuart Orkin, Erica Smith","Unassigned, Unassigned",,
02-T-088,"Using Synthetic Cross-links to Increase Stabilization and Longevity During Storage of Naturally-occurring Proteins, and Pharmaceuticals Containing Amino Acids.","Muite, Kevin",,Tobin Sosnick,Closed/Inactive,11/14/2002,No,,,,,12/10/2018,7/29/2021,7/29/2021,,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,,,,,0,,0,,02-D-088,"Bryan Krantz, Ali Shandiz, Tobin Sosnick","Peace, Shane",,
02-T-092,Dehydron:  a Structurally Encoded Signal for Protein Interaction,"Unassigned, Unassigned",,L. Ridgway Scott,Closed/Inactive,12/6/2002,No,,,,,12/10/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,02-D-092,"Ariel Fernandez, L. Ridgway Scott","Unassigned, Unassigned",,
02-T-093,A Method for Conferring Sensitivity to Light on Certain Biological Processes,"Unassigned, Unassigned",,John Moffat,Closed/Inactive,12/30/2002,No,,,,,12/10/2018,10/24/2019,10/5/2020,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,, ,,,0,,0,,02-D-093,"Sean Crosson, John Moffat, Sudarshan Rajagopal","Unassigned, Unassigned",,
03-T-007,Passage of Hene Iron Across the Envelope of Staphycocoscus Curves.,"Butler, Brittany",,Olaf Schneewind,Closed/Inactive,1/31/2003,No,,,,,12/10/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology",,, ,,,0,,0,,03-D-007,"Sarkis Mazmanian, Olaf Schneewind, Eric Skaar","Bakalyar, Heather",,
