search URL:,https://patents.google.com/?assignee=University+of+Chicago&before=filing:20220517&after=filing:19700101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021313503-A1,Functionally graded organic thermoelectric materials and uses thereof ,The University Of Chicago,"Shrayesh N. Patel, Tengzhou Ma, William F. Kent, Garrett K. Grocke",2020-04-01,2021-04-01,2021-10-07,,https://patents.google.com/patent/US20210313503A1/en,https://patentimages.storage.googleapis.com/08/c8/31/42f77fafa9e17b/US20210313503A1-20211007-D00000.png
US-10959648-B2,Wearable word counter ,The University Of Chicago,"Alvin Lacson, Jill Desmond, Andy Turk, Jon Boggiano, Chris Boggiano, Nolan Danley, Arbind THAKUR",2015-06-25,2018-10-23,2021-03-30,2021-03-30,https://patents.google.com/patent/US10959648B2/en,https://patentimages.storage.googleapis.com/67/45/fe/1a32533601624b/US10959648-20210330-D00000.png
US-5743944-A,Fluid clathrate system for continuous removal of heavy noble gases from mixtures of lighter gases ,University Of Chicago,"Kenneth C. Gross, Francis Markun, Mary T. Zawadzki",1994-02-04,1995-10-11,1998-04-28,1998-04-28,https://patents.google.com/patent/US5743944A/en,https://patentimages.storage.googleapis.com/02/f5/f0/f15ebbbb07f76f/US5743944-drawings-page-3.png
EP-1390075-B1,Chemotherapeutic induction of egr-1 promoter activity in gene therapy ,"The University of Chicago, Dana-Farber Cancer Institute","Ralph R. Weichselbaum, Donald W. Kufe, Vinay Gupta, Helen Mauceri, James Park, Mitchell Posner",2001-04-06,2002-04-05,2012-01-18,2012-01-18,https://patents.google.com/patent/EP1390075B1/en,https://patentimages.storage.googleapis.com/0e/76/f8/fbcfff260cdffa/imgf0001.png
US-10954255-B2,Phospholipid analogues ,"Karl-Franzens-Universitaet Graz, University Of Chicago","Konstantin Birukov, Anna Birukova, Valery Bochkov, Olga Oskolkova",2017-08-03,2018-07-27,2021-03-23,2021-03-23,https://patents.google.com/patent/US10954255B2/en,https://patentimages.storage.googleapis.com/8b/5c/7b/0805fa771cc9e5/US10954255-20210323-D00001.png
EP-3651743-A4,Freeze-dried formulations including nanoparticles and methods of freeze-drying ,The University of Chicago,"Juan Jose DE PABLO, Johnny D. ALFARO-PEREZ, Nader Taheri QAZVINI",2017-07-14,2018-07-13,2021-04-07,,https://patents.google.com/patent/EP3651743A4/en,
US-10888569-B1,Methods and compositions for treating cancer ,The University Of Chicago,"Marsha Rosner, Jiyoung Lee",2017-06-09,2018-06-11,2021-01-12,2021-01-12,https://patents.google.com/patent/US10888569B1/en,https://patentimages.storage.googleapis.com/2b/af/67/fcf55bf3cb1090/US10888569-20210112-D00001.png
EP-1395165-A2,"Process, system and computer readable medium for pulmonary nodule detection using multiple-templates matching ",The University Of Chicago,"Qiang Li, Shigehiko Katsuragawa, Kunio Doi",2000-11-21,2001-11-21,2004-03-10,,https://patents.google.com/patent/EP1395165A2/en,
US-10976305-B2,Coagulation testing in underfilled patient samples ,The University Of Chicago,"Jonathan Miller, Adam Cloe, Krzysztof Mikrut",2017-04-27,2018-04-27,2021-04-13,2021-04-13,https://patents.google.com/patent/US10976305B2/en,https://patentimages.storage.googleapis.com/29/6d/2f/e3a28293f76993/US10976305-20210413-D00001.png
US-10724768-B2,Systems and methods for providing continuous cooling at cryogenic temperatures ,The University Of Chicago,"David I. Schuster, Andrew E. Oriani",2016-05-25,2017-05-25,2020-07-28,2020-07-28,https://patents.google.com/patent/US10724768B2/en,https://patentimages.storage.googleapis.com/f0/60/48/79b22f8316911f/US10724768-20200728-D00000.png
US-10160695-B2,Synthesis of meta-substituted [18F]-3-fluoro-4-aminopyridines by direct radiofluorination of pyridine N-oxides ,The University Of Chicago,Pedro Brugarolas,2016-04-26,2017-04-26,2018-12-25,2018-12-25,https://patents.google.com/patent/US10160695B2/en,https://patentimages.storage.googleapis.com/91/76/46/e4248af084fc3d/US10160695-20181225-D00001.png
US-2022121939-A1,Systems and methods for high-order modeling of predictive hypotheses ,The University Of Chicago,"James Evans, Feng Shi, Jamshid Sourati",2020-10-16,2021-10-18,2022-04-21,,https://patents.google.com/patent/US20220121939A1/en,https://patentimages.storage.googleapis.com/42/6c/4f/6cd062c43820da/US20220121939A1-20220421-D00000.png
US-2021361798-A1,Method and system for mask disinfection ,The University Of Chicago,"Peter Eng, Patrick J. La Riviere, Jon Brickman, Naoum Issa, Talon Chandler, Michael Proskey, Joanne E. Stubbs",2020-05-22,2021-05-21,2021-11-25,,https://patents.google.com/patent/US20210361798A1/en,https://patentimages.storage.googleapis.com/ce/31/4f/716b2686ceaf16/US20210361798A1-20211125-D00000.png
EP-3220941-A1,Synthetic peptides ,The University of Chicago,John Bela ANCSIN,2014-11-21,2015-11-20,2017-09-27,,https://patents.google.com/patent/EP3220941A1/en,
EP-3759624-A1,Covariant neural network architecture for determining atomic potentials ,The University of Chicago,Imre Kondor,2018-03-02,2019-03-04,2021-01-06,,https://patents.google.com/patent/EP3759624A1/en,
EP-3625247-A1,Compositions and methods for treating and/or preventing pathogenic fungal infection and for maintenance of microbiome commensalism ,The University of Chicago,"Eugene B. Chang, Joseph F. Pierre, Katherine A. HARRIS",2017-05-16,2018-05-16,2020-03-25,,https://patents.google.com/patent/EP3625247A1/en,
EP-3612955-A1,Systems and methods for computer-assisted search of image slices for indications of a finding ,"Koninklijke Philips N.V., The University of Chicago","Igor TRILISKY, Merlijn Sevenster, Amir Mohammad TAHMASEBI MARAGHOOSH, Paul Joseph Chang",2017-04-20,2018-04-20,2020-02-26,,https://patents.google.com/patent/EP3612955A1/en,
US-2021126192-A1,Silicon Compatible Tin-based Cationic Filamentary Device ,The University Of Chicago,"Sushant Sonde, Supratik Guha",2018-04-12,2019-04-12,2021-04-29,,https://patents.google.com/patent/US20210126192A1/en,https://patentimages.storage.googleapis.com/65/cf/55/aed4e8640b5c6b/US20210126192A1-20210429-D00000.png
US-2003027872-A1,Polyfunctional dispersants for controlling viscosity of phyllosilicates ,Chaiko David J.,David Chaiko,2001-07-03,2001-07-03,2003-02-06,,https://patents.google.com/patent/US20030027872A1/en,https://patentimages.storage.googleapis.com/b3/55/fe/bdc92d5f5dfe21/US20030027872A1-20030206-D00001.png
EP-2295586-A3,Plant centromere compositions ,"Chromatin, Inc., The University of Chicago","Jennifer Mach, Helge Zieler, Rongguan Jin, Kevin Keith, Gregory Copenhaver, Daphne Preuss",2003-06-27,2003-06-27,2011-06-29,,https://patents.google.com/patent/EP2295586A3/en,
US-2021100803-A1,Methods and compositions for treating cancer ,The University Of Chicago,"Ali Ekram YESILKANAL, Marsha Rosner",2018-04-17,2019-04-17,2021-04-08,,https://patents.google.com/patent/US20210100803A1/en,https://patentimages.storage.googleapis.com/e6/59/8b/123d2081ccc5f3/US20210100803A1-20210408-D00000.png
US-2021228646-A1,Personalized leukemia/lymphoma therapeutic model ,The University Of Chicago,"Y. Lynn Wang, Pin Lu",2018-05-01,2019-04-30,2021-07-29,,https://patents.google.com/patent/US20210228646A1/en,https://patentimages.storage.googleapis.com/58/55/f8/9cdcc2703325c7/US20210228646A1-20210729-D00000.png
AU-2011204884-A1,Plants modified with mini-chromosomes ,"Chromatin, Inc., The University Of Chicago","Gregory Copenhaver, Mich B. Hein, James Jin, Kevin Keith, Jennifer Mach, Daphne Preuss, Gary Rudgers, Helge Zieler",2004-02-23,2011-07-20,2011-08-11,,https://patents.google.com/patent/AU2011204884A1/en,
CA-2643736-A1,Methods and compositions to treat mucositis ,"The University Of Chicago, F. Gary Toback",F. Gary Toback,2005-05-10,2006-05-09,2006-11-16,,https://patents.google.com/patent/CA2643736A1/en,
US-5534367-A,Molten salt electrolyte separator ,University Of Chicago,Thomas D. Kaun,1993-12-28,1993-12-28,1996-07-09,1996-07-09,https://patents.google.com/patent/US5534367A/en,https://patentimages.storage.googleapis.com/f4/59/31/f5e2be51d9faf6/US5534367-drawings-page-2.png
US-2021346525-A1,Composition and methods for tumor imaging and treatment ,The University Of Chicago,"Raymond E. Moellering, Jae Won Chang",2020-05-11,2021-05-11,2021-11-11,,https://patents.google.com/patent/US20210346525A1/en,https://patentimages.storage.googleapis.com/44/d0/e8/d927a3c6c3171f/US20210346525A1-20211111-D00000.png
AU-2012200170-A1,Therapeutic delivery system comprising a high molecular weight peg-like compound ,The University Of Chicago,"John C. Alverdy, Eugene B. Chang, Elaine O. Petrof",2005-04-20,2012-01-12,2012-02-02,,https://patents.google.com/patent/AU2012200170A1/en,
US-2021272233-A1,A Fully Fourier Space Spherical Convolutional Neural Network Based on Clebsch-Gordan Transforms ,The University Of Chicago,"Imre Kondor, Shubhendu Trivedi, Zhen Lin",2018-06-21,2019-06-20,2021-09-02,,https://patents.google.com/patent/US20210272233A1/en,https://patentimages.storage.googleapis.com/9b/56/14/851583be3d53ae/US20210272233A1-20210902-D00000.png
US-2021275629-A1,Compositions comprising sel1-derived peptides and methods of treatment/prevention of excess oxalate levels and associated conditions/diseases therewith ,The University Of Chicago,"Hatim A. Hassan, Donna Arvans",2018-07-18,2019-07-18,2021-09-09,,https://patents.google.com/patent/US20210275629A1/en,https://patentimages.storage.googleapis.com/8a/15/a4/74647f64924ba5/US20210275629A1-20210909-D00000.png
CN-112384524-A,Chemical platform assisted proximity Capture (CAP-C) ,芝加哥大学,"何川, 游乾承",2018-05-08,2019-05-08,2021-02-19,,https://patents.google.com/patent/CN112384524A/en,
EP-3551213-A4,Compositions and methods for inhibition of foxp3 ,"The University of Chicago, Dana-Farber Cancer Institute, Inc.","James Labelle, Rachel ECLOV, Gregory Bird, Loren D. Walensky",2016-12-07,2017-12-07,2020-11-04,,https://patents.google.com/patent/EP3551213A4/en,
US-5209646-A,Electromagnetic induction pump for pumping liquid metals and other conductive liquids ,The University Of Chicago,Robert K. Smither,1991-10-16,1991-10-16,1993-05-11,1993-05-11,https://patents.google.com/patent/US5209646A/en,https://patentimages.storage.googleapis.com/7f/6a/fd/3d4d6fa3333545/US5209646-drawings-page-2.png
US-2021147747-A1,Fluorescent conjugated polymers containing semi-ladder units for light-emitting field-effect transistors ,University Of Chicago,"Luping Yu, Mohammad A. Awais, Valerii Sharapov, Dafei Yuan",2019-11-15,2020-11-13,2021-05-20,,https://patents.google.com/patent/US20210147747A1/en,https://patentimages.storage.googleapis.com/8d/03/df/ace4e4215afb79/US20210147747A1-20210520-D00000.png
US-2021134552-A1,Dual low vacuum-ultrahigh vacuum system for large-scale production of micro-channel plate photomultipliers ,The University Of Chicago,"Henry J. Frisch, Evan Angelico, Andrey Elagin, Eric Spieglan, Bernhard W. Adams",2019-10-31,2020-10-28,2021-05-06,,https://patents.google.com/patent/US20210134552A1/en,https://patentimages.storage.googleapis.com/2c/5d/89/0f01e889dbe43c/US20210134552A1-20210506-D00000.png
US-2021113323-A1,Mucosal exclusion anastomosis device and methods ,University Of Chicago,Herbert M. Hedberg,2019-10-22,2020-10-22,2021-04-22,,https://patents.google.com/patent/US20210113323A1/en,https://patentimages.storage.googleapis.com/e0/f4/ab/240ff4f61a3416/US20210113323A1-20210422-D00000.png
US-2021085653-A1,Compositions and methods for treating and preventing post- cardiopulmonary resuscitation injury ,The University Of Chicago,"Willard W. Sharp, Lin Piao, Yonghu Fang",2019-09-19,2020-09-18,2021-03-25,,https://patents.google.com/patent/US20210085653A1/en,https://patentimages.storage.googleapis.com/62/7b/5b/f129e0d9045f7d/US20210085653A1-20210325-D00000.png
US-2021077591-A1,Combination therapy for the treatment of migraines ,"The University Of Chicago, Seurat Therapeutics","Richard Kraig, Lisa Won, Kae Pusic, Aya Pusic, Martin Sanders",2019-09-09,2020-09-09,2021-03-18,,https://patents.google.com/patent/US20210077591A1/en,https://patentimages.storage.googleapis.com/61/4a/9c/62f1df67042ccb/US20210077591A1-20210318-D00000.png
US-2021053042-A1,Strongly lewis acidic metal-organic frameworks for continuous flow catalysis ,The University Of Chicago,"Wenbin Lin, Xuanyu Feng, PengFei JI",2019-08-21,2020-08-21,2021-02-25,,https://patents.google.com/patent/US20210053042A1/en,https://patentimages.storage.googleapis.com/be/d1/35/af8c72d417e473/US20210053042A1-20210225-D00001.png
US-2021056867-A1,Millifluidic system for thrombosis analysis under patient-specific physiological conditions ,The University Of Chicago,"Anindita BASU, Mary HAMMES, Andres MOYA-RODRIGUEZ",2019-08-23,2020-08-21,2021-02-25,,https://patents.google.com/patent/US20210056867A1/en,https://patentimages.storage.googleapis.com/96/2c/9f/ef5e83909a4ec7/US20210056867A1-20210225-D00000.png
US-2020282239-A1,"Apparatus, system, and method for mechanical ablation with therapeutic ultrasound ",The University Of Chicago,"Kenneth B. BADER, Viktor BOLLEN",2019-03-06,2020-03-05,2020-09-10,,https://patents.google.com/patent/US20200282239A1/en,https://patentimages.storage.googleapis.com/1c/d8/ab/35ede76cfbf173/US20200282239A1-20200910-D00000.png
AU-2002241793-A1,Process for the preparation of organoclays ,University Of Chicago The,David Chaiko,2000-11-21,2001-11-13,2002-06-11,,https://patents.google.com/patent/AU2002241793A1/en,
US-2022085225-A1,Multi-band infrared imaging using stacked colloidal quantum-dot photodiodes ,The University Of Chicago,"Philippe Guyot-Sionnest, Xin Tang, Matthew M. Ackerman",2019-02-01,2020-01-31,2022-03-17,,https://patents.google.com/patent/US20220085225A1/en,https://patentimages.storage.googleapis.com/ee/ee/07/eb4cc60488c779/US20220085225A1-20220317-D00000.png
US-5333157-A,Expert system for identification of simultaneous and sequential reactor fuel failures with gas tagging ,University Of Chicago,Kenny C. Gross,1993-09-08,1993-09-08,1994-07-26,1994-07-26,https://patents.google.com/patent/US5333157A/en,https://patentimages.storage.googleapis.com/6d/1f/54/0f03eadfb1a57a/US5333157-drawings-page-2.png
EP-3969031-A2,Methods and compositions comprising staphylococcus protein a (spa) variants ,The University of Chicago,"Olaf Schneewind, Dominique Missiakas, Yan Sun, Hwan Keun Kim, Miaomiao SHI, Xinhai Chen",2019-05-14,2020-05-13,2022-03-23,,https://patents.google.com/patent/EP3969031A2/en,
AU-2020204917-A1,Systems and methods for modulating RNA ,The University Of Chicago,"Bryan C. Dickinson, Simone RAUCH",2019-01-04,2020-01-03,2021-08-19,,https://patents.google.com/patent/AU2020204917A1/en,
AU-2002211555-A1,N-type doping of nanocrystalline diamond films with nitrogen and electrodes made therefrom ,The University Of Chicago,"Orlando H Auciello, John A. Carlisle, Dieter M. Gruen",2000-10-09,2001-10-09,2002-04-22,,https://patents.google.com/patent/AU2002211555A1/en,
US-2020069204-A1,Neurophysiological Biomarkers for Neurodegenerative Disorders ,The University Of Chicago,"Naoum P. Issa, Kourosh Rezania",2018-09-05,2019-09-05,2020-03-05,,https://patents.google.com/patent/US20200069204A1/en,https://patentimages.storage.googleapis.com/e9/10/8e/f157b555d2afae/US20200069204A1-20200305-D00000.png
AU-2001237056-A1,Fluorescence microscopy methods and devices using light emission diodes ,The University Of Chicago,"Victor Barsky, Andrei Mirzabekov, Yuri Vengerov, Yegor Yergorov",2000-02-17,2001-02-16,2001-08-27,,https://patents.google.com/patent/AU2001237056A1/en,
US-6187533-B1,"Mutations in the diabetes susceptibility genes hepatocyte nuclear factor (HNF) 1 alpha (α), HNF1β and HNF4α ",Arch Development Corporation,"Graeme I. Bell, Kazuya Yamagata, Naohisha Oda, Pamela J. Kaisaki, Hiroto Furuta, Yukio Horikawa, Stephan Menzel",1996-09-10,1997-09-09,2001-02-13,2001-02-13,https://patents.google.com/patent/US6187533B1/en,https://patentimages.storage.googleapis.com/4e/03/68/31a45b68333bb6/US6187533-drawings-page-5.png
US-2022047892-A1,System and method for multi-site radiotherapy ,The University Of Chicago,"Steven J Chmura, Shan Lu, Ralph R. Weichselbaum",2018-09-19,2019-09-18,2022-02-17,,https://patents.google.com/patent/US20220047892A1/en,https://patentimages.storage.googleapis.com/f3/b2/21/5b384954dbf9a7/US20220047892A1-20220217-D00000.png
CA-2438221-A1,Steroidal derivatives ,"The University Of Chicago, Ching Song, Shutsung Liao","Ching Song, Shutsung Liao",2001-02-08,2002-02-07,2002-08-15,,https://patents.google.com/patent/CA2438221A1/en,
EP-3612570-A4,Polymer materials for delivery of short-chain fatty acids to the intestine for applications in human health and treatment of disease ,The University of Chicago,"Jeffrey A. Hubbell, Ruyi Wang, D. Scott WILSON, Cathryn R. NAGLER, Catherine PLUNKETT",2017-04-17,2018-04-17,2021-01-13,,https://patents.google.com/patent/EP3612570A4/en,
US-2021346654-A1,Lima crossover integrated catheter system ,The University Of Chicago,Sandeep NATHAN,2018-10-04,2019-10-04,2021-11-11,,https://patents.google.com/patent/US20210346654A1/en,https://patentimages.storage.googleapis.com/8b/ef/0e/7c79a464352acc/US20210346654A1-20211111-D00000.png
EP-3890766-A1,Methods and compositions comprising an nfkb inhibitor and an adjuvant ,The University of Chicago,"Aaron Esser-Kahn, Brittany Moser",2018-12-07,2019-12-06,2021-10-13,,https://patents.google.com/patent/EP3890766A1/en,
US-2022011664-A1,"Photosensitive, inorganic ligand-capped inorganic nanocrystals ",The University Of Chicago,"Dmitri V. Talapin, Yuanyuan WANG, Jia-Ahn Pan, Haoqi Wu",2018-10-17,2019-10-11,2022-01-13,,https://patents.google.com/patent/US20220011664A1/en,https://patentimages.storage.googleapis.com/2a/5c/48/b92cc9db559c17/US20220011664A1-20220113-D00000.png
US-2022031656-A1,Compositions and methods for activating nrf2-dependent gene expression ,The University Of Chicago,"Raymond Moellering, John COUKOS, Gihoon Lee, Jae Won Chang, Gokhan MUTLU",2018-10-14,2019-10-14,2022-02-03,,https://patents.google.com/patent/US20220031656A1/en,https://patentimages.storage.googleapis.com/dc/21/1c/f49e2ad44e9db4/US20220031656A1-20220203-D00000.png
AU-2013205180-A1,Use of opioid antagonists to attenuate endothelial cell proliferation and migration ,The University Of Chicago,"Joe G.N. Garcia, Mark Lingen, Jonathan Moss, Patrick A. Singleton",2005-03-07,2013-04-14,2013-05-16,,https://patents.google.com/patent/AU2013205180A1/en,
US-2022011325-A1,Methods of Determining pH and Calcium or Chloride Concentration in Samples ,The University Of Chicago,"Yamuna Krishnan, Kasturi Chakraborty, Ka Ho Leung, Anand Saminathan",2018-12-02,2019-12-02,2022-01-13,,https://patents.google.com/patent/US20220011325A1/en,https://patentimages.storage.googleapis.com/30/c4/fe/b2d5d8c6382bc0/US20220011325A1-20220113-D00000.png
EP-1793001-A3,Yeast screens for agents affecting protein folding ,The University of Chicago,"Susan Lindquist, Sylvia Krobitsch, Tiago Outeiro",2001-02-15,2002-02-15,2007-06-20,,https://patents.google.com/patent/EP1793001A3/en,
CA-2362897-A1,Plant centromeres ,"The University Of Chicago, Daphne Preuss, Gregory Copenhaver, Kevin Keith","Daphne Preuss, Gregory Copenhaver, Kevin Keith",1999-03-18,2000-03-17,2000-09-21,,https://patents.google.com/patent/CA2362897A1/en,
EP-3558288-A4,L-pag derivatives for treatment of sleep disordered breathing (sdb) ,"The University of Chicago, IIT Research Institute, Kates, Michael J.","Michael J. KATES, Nanduri R. Prabhakar, David L. MCCORMICK, Miguel MUZZIO",2016-12-20,2017-12-20,2020-11-04,,https://patents.google.com/patent/EP3558288A4/en,
EP-1450816-A4,Method of treating disorder related to high cholesterol concentration ,Univ Chicago,"Shutsung Liao, Ching Song",2001-11-08,2002-11-08,2008-02-13,,https://patents.google.com/patent/EP1450816A4/en,
US-2021310062-A1,Methods for the amplification of bisulfite-treated dna ,The University Of Chicago,"Chuan He, Ji NIE, Xiao-Long CUI",2018-07-27,2019-07-26,2021-10-07,,https://patents.google.com/patent/US20210310062A1/en,https://patentimages.storage.googleapis.com/dc/d8/81/d8c02513207b46/US20210310062A1-20211007-D00001.png
US-11205097-B2,Training artificial neural networks using context-dependent gating with weight stabilization ,The University Of Chicago,"Nicolas Y. Masse, Gregory D. Grant, David J. Freedman",2019-02-01,2020-01-28,2021-12-21,2021-12-21,https://patents.google.com/patent/US11205097B2/en,https://patentimages.storage.googleapis.com/f3/82/49/7c9a262e2cb92f/US11205097-20211221-D00000.png
US-11301243-B2,Bidirectional evaluation for general—purpose programming ,The University Of Chicago,"Mikaël Mayer, Ravi Chugh",2018-07-27,2021-04-09,2022-04-12,2022-04-12,https://patents.google.com/patent/US11301243B2/en,https://patentimages.storage.googleapis.com/28/57/3f/617becf778d27e/US11301243-20220412-D00000.png
AU-6570680-A,Chemical synthesis ,"University Of Chicago, The",Josef Fried,1979-10-10,1980-10-02,1981-04-28,,https://patents.google.com/patent/AU6570680A/en,
US-2010221228-A1,y134.5 Deficient HSV and the MAPK Pathway ,The University Of Chicago,"Kerrington D. Smith, James J. Mezhir, Ralph Weichselbaum, Bernard Roizman",2006-01-24,2007-01-24,2010-09-02,,https://patents.google.com/patent/US20100221228A1/en,https://patentimages.storage.googleapis.com/6d/1b/19/9da18fdde0cc96/US20100221228A1-20100902-D00000.png
US-4456768-A,Chemical synthesis ,The University Of Chicago,Josef Fried,1980-10-08,1981-05-01,1984-06-26,1984-06-26,https://patents.google.com/patent/US4456768A/en,
US-2011274661-A1,Attentuated Herpesvirus Encoding a Mek Pathway Polypeptide ,The University Of Chicago,"Alice P. Poon, Ralph R. Weichselbaum, Bernard Roizman",2008-08-11,2009-08-07,2011-11-10,,https://patents.google.com/patent/US20110274661A1/en,https://patentimages.storage.googleapis.com/84/8e/e7/d8cb82f09c7092/US20110274661A1-20111110-D00000.png
US-2013217012-A1,C-cbl mutations and uses thereof ,The University Of Chicago,"Ravi Salgia, Soundarajan Krishnaswamy, Yi-Hung Carol Tan, Suvobroto Nandi",2010-06-04,2011-06-03,2013-08-22,,https://patents.google.com/patent/US20130217012A1/en,https://patentimages.storage.googleapis.com/44/cb/bc/d5ee334803766a/US20130217012A1-20130822-D00001.png
US-2014287995-A1,Stable pharmaceutical formulations of growth factor peptides ,The University Of Chicago,"F. Gary Toback, Ann Berger",2011-11-02,2012-10-29,2014-09-25,,https://patents.google.com/patent/US20140287995A1/en,https://patentimages.storage.googleapis.com/80/6b/25/0e02c206586b03/US20140287995A1-20140925-D00001.png
US-2013236966-A1,NK-1 Receptor Mediated Delivery of Agents to Cells ,The University Of Chicago,"Anthony Kossiakoff, Shahir Rizk",2007-12-10,2012-12-14,2013-09-12,,https://patents.google.com/patent/US20130236966A1/en,https://patentimages.storage.googleapis.com/dd/7b/58/7c20e47eda600c/US20130236966A1-20130912-D00001.png
US-2014107028-A1,Methods and compositions for predicting response to glp-1 analogs ,The University Of Chicago,"Sindhu RAJAN, Louis H. Philipson, John B. Ancsin",2012-10-15,2013-03-12,2014-04-17,,https://patents.google.com/patent/US20140107028A1/en,https://patentimages.storage.googleapis.com/46/54/07/20145e93a7060f/US20140107028A1-20140417-D00001.png
AU-2002356919-B2,Method of treating disorder related to high cholesterol concentration ,The University Of Chicago,"Shutsung Liao, Ching Song",2001-11-08,2002-11-08,2008-04-17,2008-04-17,https://patents.google.com/patent/AU2002356919B2/en,
US-8350062-B2,Synthesis and anticancer activity of new actin-targeting small-molecule agents ,The University Of Chicago,"Sergey A. Kozmin, Syed Rizvi",2009-02-20,2010-02-17,2013-01-08,2013-01-08,https://patents.google.com/patent/US8350062B2/en,
AU-2020316002-A1,Compositions and methods comprising protease-activated therapeutic agents ,The University Of Chicago,"Jeffrey Hubbell, Jun Ishihara, Aslan MANSUROV, Juan Mendoza",2019-07-25,2020-07-24,2022-03-03,,https://patents.google.com/patent/AU2020316002A1/en,
AU-2020289485-A1,Methods and compositions for treating cancer with collagen binding drug carriers ,The University Of Chicago,"Jeffrey A. Hubbell, Jun Ishihara, Koichi Sasaki",2019-06-03,2020-06-03,2022-02-03,,https://patents.google.com/patent/AU2020289485A1/en,
US-2021002354-A1,Methods and composition for neutralization of influenza ,The University Of Chicago,"Patrick Wilson, Yaoqing CHEN, Haley L. Dugan",2018-03-02,2019-03-01,2021-01-07,,https://patents.google.com/patent/US20210002354A1/en,https://patentimages.storage.googleapis.com/bd/42/15/8b5ae932970601/US20210002354A1-20210107-D00001.png
US-2021079063-A1,Methods and composition involving thermophilic fibronectin type iii (fn3) monobodies ,The University Of Chicago,"Shohei Koide, Shun-ichi Tanaka, Akiko Koide",2018-02-23,2019-02-21,2021-03-18,,https://patents.google.com/patent/US20210079063A1/en,https://patentimages.storage.googleapis.com/71/5e/ed/2c56a8bec37485/US20210079063A1-20210318-D00000.png
AU-2012202836-A1,Plant centromere compositions ,"Chromatin, Inc., The University Of Chicago","Gregory Copenhaver, Rongguan Jin, Kevin Keith, Jennifer Mach, Daphne Preuss, Helge Zieler",2003-06-27,2012-05-15,2012-06-07,,https://patents.google.com/patent/AU2012202836A1/en,
EP-1439861-A2,Methods and kits for use in selecting approaches to treating cancer ,The University Of Chicago,"Ralph R. Weichselbaum, Bernard Roizman, Nikolai N. Khodarev, Nalin Gupta",2001-10-09,2002-10-09,2004-07-28,,https://patents.google.com/patent/EP1439861A2/en,
AU-2013205002-A1,Treatment with opioid antagonists and mTOR inhibitors ,The University Of Chicago,"Jonathan Moss, Patrick A. Singleton",2008-03-21,2013-04-13,2013-05-16,,https://patents.google.com/patent/AU2013205002A1/en,
US-2020400723-A1,Electrometry by Optical Charge Conversion of Defects in the Solid-State ,The University Of Chicago,"Gary Wolfowicz, Samuel James Whiteley, David Daniel Awschalom",2018-02-14,2019-02-13,2020-12-24,,https://patents.google.com/patent/US20200400723A1/en,https://patentimages.storage.googleapis.com/70/cf/36/f4b4754cd7ebf2/US20200400723A1-20201224-D00000.png
US-11040323-B2,Colloids of inorganic nanocrystals in molten media and related methods ,The University Of Chicago,"Dmitri V. Talapin, Hao Zhang, Vishwas SRIVASTAVA",2015-11-06,2016-11-04,2021-06-22,2021-06-22,https://patents.google.com/patent/US11040323B2/en,https://patentimages.storage.googleapis.com/78/98/37/c5848483d2ceb1/US11040323-20210622-D00001.png
US-2020305757-A1,"Combined oxygen utilization, strain, and anatomic imaging with magnetic resonance imaging ",The University Of Chicago,"Charles G. Cantrell, Keigo KAWAJI, Amit R. Patel, Timothy J. Carroll",2017-10-24,2018-10-23,2020-10-01,,https://patents.google.com/patent/US20200305757A1/en,https://patentimages.storage.googleapis.com/78/8f/6e/4c89a99cc68bcd/US20200305757A1-20201001-D00000.png
US-2020273103-A1,Robust security volatility estimation using intraday transaction data ,The University Of Chicago,"Dacheng XIU, Rui DA",2017-09-25,2018-09-25,2020-08-27,,https://patents.google.com/patent/US20200273103A1/en,https://patentimages.storage.googleapis.com/17/94/c1/4036971a8b7efe/US20200273103A1-20200827-D00000.png
CA-2840698-A1,Materials and methods for preventing and treating microbe-mediated epithelial disorders ,"The University Of Chicago, John C. Alverdy",John C. Alverdy,2002-11-26,2002-11-26,2004-06-10,,https://patents.google.com/patent/CA2840698A1/en,
AU-2014246584-A1,Plant pathogen resistance ,"The University Of Chicago, Ut-Battelle, Llc","Jean T. Greenberg, Ho Won Jung, Timothy Tschaplinski",2007-08-16,2014-10-09,2014-11-06,,https://patents.google.com/patent/AU2014246584A1/en,
ES-451093-A1,1314 - didehydro 16-fluoroprostaglandis ,Univ Chicago,,1975-09-10,1976-08-30,1977-09-01,,https://patents.google.com/patent/ES451093A1/en,
EP-3969053-A1,Lactate response system and methods ,The University of Chicago,"Xiaoyang Wu, Jian Zhang",2019-05-15,2020-05-15,2022-03-23,,https://patents.google.com/patent/EP3969053A1/en,
CN-110650735-A,"Highly diastereoselective structures of 4, 5-spirocycles by palladium-catalyzed intramolecular alkenylation ",芝加哥大学,"谢嘉欣, 董广彬",2017-05-16,2018-05-16,2020-01-03,,https://patents.google.com/patent/CN110650735A/en,
US-2020139302-A1,Separation of isotopes in space and time by gas-surface atomic diffraction ,The University Of Chicago,"Steven J. Sibener, Jacob D. Graham, Kevin J. Nihill",2017-05-19,2018-05-17,2020-05-07,,https://patents.google.com/patent/US20200139302A1/en,https://patentimages.storage.googleapis.com/50/53/f2/2aab0c5a141786/US20200139302A1-20200507-D00000.png
