Primary Key,Tech ID,Internal ID,Patent Number,Serial Number,Docket No.,Application Type,Title,File Date,Priority Date,Expire Date,Issue Date,Nationalized Date,Publication Date,Status,Lead Inventor,Country,Lawfirm,Attorney,Legal Reference Number,Ext. Attorney Matter Number,Country WIPO ID,Date Actually Filed,Examiner,Inventors,IP Manager,Licensing Manager,CPA Reason For Stopping,CPA Renewal Type Codes,CPA Start Pay Date,CPA Stop Pay Date,CPI Case Types,CPI Start Pay Date,CPI Stop Pay Date,PCT Bar Date,PCT Filing Date,Priority Application Number,US Bar Date
613343,06-T-061,1455-001,,"60/803,199",1455-001,Provisional,Methods of Reducing Cell Death Following Hypoxia/Reoxygenation,5/25/2006,5/25/2006,5/25/2007,,,,Expired - Inactive,Terry Vanden Hoek,*United States,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9098-001,092234-9098-US00,US,5/25/2006,,Terry Vanden Hoek,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/803,199",
613344,06-T-061,1455-002,,PCT/US07/12535,1455-002,PCT,Methods of Reducing Cell Death Following Hypoxia/Reoxygenation,5/25/2007,5/25/2006,11/25/2008,,,12/6/2007,Expired - Inactive,Terry Vanden Hoek,*United States,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9098-003,092234-9098-WO00,US,5/25/2007,,"Lance Becker, David Beiser, Chang-Qing Li, Zuo-Hui Shao, Terry Vanden Hoek","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,5/25/2007,5/25/2007,"60/803,199",
613345,06-T-061,1455-003, ,"12/302,140",1455-003,Nationalized PCT,Methods of Reducing Cell Death Following Hypoxia/Reoxygenation,5/25/2007,5/25/2006,5/25/2027,,,4/30/2009,Abandoned,Terry Vanden Hoek,*United States,Michael Best & Friedrich LLP,,092234-9098-002,092234-9098-US01,US,11/24/2008, ,"Lance Becker, David Beiser, Chang-Qing Li, Zuo-Hui Shao, Terry Vanden Hoek","Unassigned, Unassigned","Unassigned, Unassigned",,,2/7/2011,,,,,,,"60/803,199",
612229,06-T-062,1456-001,,"60/825,015",1456-001,Provisional,mDPY-19-1 in Radial Migration,9/8/2006,9/8/2006,9/8/2007,,,,Abandoned,Yimin Zou,*United States,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9097-001,092234-9097-US00,US,9/8/2006,,Yimin Zou,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/825,015",
614903,06-T-065,1460-001,,"60/862,067",1460-001,Provisional,Therapeutics to Inhibit MLL-Menin Interaction for Treating Leukemia,10/19/2006,10/19/2006,10/19/2007,,,,Expired - Inactive,Michael Thirman,*United States,Barnes & Thornburg,"Martin, Alice",,21459-103816,US,10/19/2006,,Michael Thirman,"Sun, Han","Tennant, Thelma",,,,,,,,,,"60/862,067",
614904,06-T-065,1460-002,,PCT/US07/81997,1460-002,PCT,Therapeutics to Inhibit MLL-Menin Interaction for Treating Leukemia,10/19/2007,10/19/2006,4/19/2009,,,6/12/2008,Expired - Inactive,Michael Thirman,*United States,Barnes & Thornburg,"Martin, Alice",,21459-105470,US,10/19/2007,,Michael Thirman,"Sun, Han","Tennant, Thelma",,,,,,,,10/19/2007,,"60/862,067",
614905,06-T-065,1460-003,"8,242,078","12/446,206",1460-003,Nationalized PCT,Therapeutics to Inhibit MLL-Menin Interaction for Treating Leukemia,10/19/2007,10/19/2006,10/19/2027,8/14/2012,,12/3/2009,Issued,Michael Thirman,*United States,Barnes & Thornburg,"Martin, Alice", ,21459-109425,US,7/23/2009, ,Michael Thirman,"Sun, Han","Tennant, Thelma",,,3/16/2011,,,,,10/19/2007,10/19/2007,"60/862,067",
614906,06-T-065,1460-004,"8,557,778","13/552,126",1460-004,Continuation,Therapeutics to Inhibit MLL-Menin Interaction for Treating Leukemia,10/19/2007,10/19/2006,10/19/2026,10/15/2013,,,Issued,Michael Thirman,*United States,Barnes & Thornburg,"Martin, Alice", ,21459-119567,US,7/18/2012, ,Michael Thirman,"Sun, Han","Tennant, Thelma",,,9/6/2012,,,,,10/19/2007,10/19/2007,"60/862,067",
614265,06-T-071,1465-001,,"60/836,461",1465-001,Provisional,Radiation Phantom with Biological Material in Three-Dimensional Configuration,7/28/2006,7/28/2006,7/28/2007,,,,Expired - Inactive,John Roeske,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",,ARCD.P0445USP1,US,7/28/2006,,"Michael Altman, Steven Chmura, John Roeske, Vladimir Varchena","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/836,461",
611515,06-T-076,1470-001,,"61/222,621",1470-001,Provisional,Electrobiological Methanogensis,7/2/2009,7/2/2009,7/2/2010,,,,Expired - Inactive,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,45458-PC,31676-45458PCT,US,7/2/2009,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,,"61/222,621",
612340,06-T-076,1470-002, ,PCT/US10/40944,1470-002,PCT,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,1/2/2012,,,1/6/2011,Expired - Inactive,Laurens Mets,*United States,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45458A-PC,31676-45458APCT,US,7/2/2010, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
612341,06-T-076,1470-003,I500766,099121889,1470-003,"Foreign, Non-PCT",Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,9/21/2015,,5/16/2011,Issued,Laurens Mets,"Taiwan, Province of China","Marshall, Gerstein & Borun",,45458A-TW,31676-45458ATW,TW,11/19/2010, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,7/2/2010,"61/222,621",
612261,06-T-076,1470-004,,"61/430,071",1470-004,Provisional,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2011,1/5/2011,1/5/2012,,,,Expired - Inactive,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,45956,31676-45956,US,1/5/2011,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,,"61/430,071",
612342,06-T-076,1470-005, ,"13/049,775",1470-005,Continuation in Part,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,,,7/7/2011,Abandoned,Laurens Mets,*United States,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45458B,31676-45458BUS,US,3/16/2011, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
612343,06-T-076,1470-006, ,"13/204,398",1470-006,Continuation,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2029,,,7/7/2011,Abandoned,Laurens Mets,*United States,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45458C,31676-45458C,US,8/5/2011, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
612344,06-T-076,1470-007,,1120120000462,1470-007,Nationalized PCT,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,11/17/2030,,,11/17/2020,Pending,Laurens Mets,Brazil,"Marshall, Gerstein & Borun",,31676/45458A-BR,31676-45458A BR,BR,2/23/2012,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
612262,06-T-076,1470-008, ,PCT/US12/20386,1470-008,PCT,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,7/5/2016,,,,Expired - Inactive,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,45956A-PC,31676-45956A PCT,US,1/5/2012, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/5/2012,1/5/2012,"61/222,621",
612345,06-T-076,1470-009,2449084,10794826.7EPO,1470-009,Nationalized PCT,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,,10/28/2020,1/2/2012,5/9/2012,Granted,Laurens Mets,European Patent Office (EPO),"Marshall, Gerstein & Borun","Sintich, Sharon",45458A-EP,31676-45458A EPO,EP,1/20/2012,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
612263,06-T-076,1470-010,,1120130173068,1470-010,Nationalized PCT,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,6/28/2033,,,7/28/2020,Pending,Laurens Mets,Brazil,"Marshall, Gerstein & Borun",,45956A-BR,31676-45956A BR,BR,7/4/2013,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/5/2012,"61/222,621",
612264,06-T-076,1470-011, ,"2,823,759",1470-011,Nationalized PCT,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,6/28/2033,,,,Pending,Laurens Mets,Canada,"Marshall, Gerstein & Borun",,45956A-CA,31676-45956A CA,CA,7/3/2013, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/5/2012,"61/222,621",
612265,06-T-076,1470-012,"9,428,745","13/978,077",1470-012,US Utility,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/5/2032,8/30/2016,,1/9/2014,Issued,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,45956A,31676-45956A US,US,7/2/2013, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/5/2012,"61/222,621",
612266,06-T-076,1470-013, ,"15/216,616",1470-013,US Utility,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,6/29/2033,,,11/3/2016,Abandoned,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,45458D,31676-45956B US,US,7/21/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/6/2012,"61/222,621",
612267,06-T-076,1470-014,2661511,12701286.2EPO,1470-014,Nationalized PCT,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/5/2032,6/5/2016,,11/13/2013,Granted,Laurens Mets,European Patent Office (EPO),"Marshall, Gerstein & Borun",,45956A-EP,31676-45956A EPO,EP,8/5/2013,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/5/2012,1/5/2012,"61/222,621",
612346,06-T-076,1470-015,I500766,10449896,1470-015,Divisional,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,9/21/2015,,,Abandoned,Laurens Mets,"Taiwan, Province of China","Marshall, Gerstein & Borun",, ,31676-45458BTW,TW,6/18/2015, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,7/2/2010,"61/222,621",
612268,06-T-076,1470-016,3072979,16156757.3EPO,1470-016,Divisional,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/5/2031,2/24/2021,,9/28/2016,Granted,Laurens Mets,European Patent Office (EPO),"Marshall, Gerstein & Borun",,45956B-EP,31676-45956B EP,EP,2/23/2016,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/6/2012,"61/430,071",
610733,06-T-076,1470-017,2661511,12701286.2AT,1470-017,Validated EPO,"Bioelectrolytic formation of methane from CO2, water and electric power.",1/5/2012,1/5/2011,1/6/2032,6/6/2016,,11/14/2013,Issued,Laurens Mets,Austria,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-AT,31676-45956A AT,AT,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612269,06-T-076,1470-018,2661511,12701286.2BE,1470-018,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Belgium,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-BE,31676-45956A BE,BE,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612270,06-T-076,1470-019,2661511,12701286.2CH,1470-019,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Switzerland,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-CH,31676-45956A CH,CH,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612271,06-T-076,1470-020,2661511,12701286.2LI,1470-020,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Lichtenstein,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-LI,31676-45956A LI,LI,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612272,06-T-076,1470-021,60 2012 016 579.0,12701286.2DE,1470-021,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Germany,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-DE,31676-45956A DE,DE,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612273,06-T-076,1470-022,2661511,12701286.2DK,1470-022,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Denmark,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-DK,31676-45956A DK,DK,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612274,06-T-076,1470-023,2661511,12701286.2ES,1470-023,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Spain,"Marshall, Gerstein & Borun",,45956A-ES,31676-45956A ES,ES,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612275,06-T-076,1470-024,2661511,12701286.2FI,1470-024,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Finland,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-FI,31676-45956A FI,FI,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612276,06-T-076,1470-025,2661511,12701286.2FR,1470-025,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,France,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-FR,31676-45956A FR,FR,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612277,06-T-076,1470-026,2661511,12701286.2HU,1470-026,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Hungary,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-HU,31676-45956A HU,HU,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612278,06-T-076,1470-027,2661511,12701286.2IE,1470-027,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Ireland,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-IE,31676-45956A IE,IE,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612280,06-T-076,1470-028,2661511,12701286.2IS,1470-028,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Iceland,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-IS,31676-45956A IS,IS,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612281,06-T-076,1470-029,502016000069235,12701286.2IT,1470-029,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Italy,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-IT,31676-45956A IT,IT,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612282,06-T-076,1470-030,2661511,12701286.2NL,1470-030,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Netherlands,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-NL,31676-45956A NL,NL,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612283,06-T-076,1470-031,2661511,12701286.2NO,1470-031,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Norway,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-NO,31676-45956A NO,NO,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612284,06-T-076,1470-032,2661511,12701286.2SE,1470-032,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,Sweden,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-SE,31676-45956A SE,SE,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612285,06-T-076,1470-033,2661511,12701286.2GB,1470-033,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/6/2032,6/5/2016,,11/14/2013,Issued,Laurens Mets,United Kingdom,"Marshall, Gerstein & Borun","Rin-Laures, Li-Hsien",45956A-GB,31676-45956A GB,GB,6/5/2016, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,1/6/2012,1/6/2012,"61/222,621",
612339,06-T-076,1470-034, ,"15/668,686",1470-034,Continuation,METHOD AND SYSTEM FOR CONVERTING ELECTRICITY INTO ALTERNATIVE ENERGY RESOURCES,1/5/2012,1/5/2011,7/2/2030,,,7/26/2018,Abandoned,Laurens Mets,*United States,"Marshall, Gerstein & Borun",, ,31676-45458D US,US,8/3/2017, ,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,,"61/222,621",
4045045,06-T-076,1470-035,,"16/574,984",,Divisional,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,7/2/2029,,,8/6/2020,Pending,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,31676/45956C US,31676-45956B US,US,9/18/2019,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/6/2012,"61/222,621",
4560502,06-T-076,1470-036,,"16/874,373",,Continuation,METHOD AND SYSTEM FOR CONVERTING ELECTRICITY INTO ALTERNATIVE ENERGY RESOURCES,1/5/2012,1/5/2011,,,,2/4/2021,Pending,Laurens Mets,*United States,"Marshall, Gerstein & Borun",,31676-45458E US,31676-45458E,US,5/14/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,5/19/2020,,,,,,,"61/222,621",
4882101,06-T-076,1470-037,2449084,10794826.7FR,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,France,"Marshall, Gerstein & Borun",,31676/458458A FR,31676-45458A EPO,FR,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
4882119,06-T-076,1470-038,602010065783.3,10794826.7DE,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Prosecution by Other Party,Laurens Mets,Germany,"Marshall, Gerstein & Borun",,,31676-45458A EPO,DE,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5124781,06-T-076,1470-039,,20203855.0,,Divisional,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,,,,Pending,Laurens Mets,European Patent Office (EPO),"Marshall, Gerstein & Borun","Sintich, Sharon",31676-45458A EPO,31676-45458A EPO,EP,10/26/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5368435,06-T-076,1470-040,,20216725.0,,Divisional,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/5/2032,,,,Pending,Laurens Mets,European Patent Office (EPO),"Marshall, Gerstein & Borun","Sintich, Sharon",31676-45956C EP,31676-45956C EP,EP,12/22/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/6/2012,"61/430,071",
5415038,06-T-076,1470-041,3072979,6020120745649,,Validated EPO,Methanothermobacter Thermautotrophicus Strain and Variants Thereof,1/5/2012,1/5/2011,1/5/2032,2/24/2021,7/5/2013,,Issued,Laurens Mets,Germany,"Marshall, Gerstein & Borun","Sintich, Sharon",,31676-45956B EP,DE,2/24/2021,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,,1/6/2012,"61/430,071",
5418474,06-T-076,1470-042,2449084,10794826.7 BE,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2022,,Issued,Laurens Mets,Belgium,"Marshall, Gerstein & Borun","Sintich, Sharon",,31676-45458A,BE,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418494,06-T-076,1470-043,2449084,10794826.7 CH,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,Switzerland,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A CH,31676-45458A EPO,CH,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418512,06-T-076,1470-044,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,Italy,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A,31676-45458A,IT,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418530,06-T-076,1470-045,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,Netherlands,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A,31676-45458A,NL,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418548,06-T-076,1470-046,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,2/15/2021,1/2/2012,,Issued,Laurens Mets,Norway,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458 A NO,31676-45458A,NO,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418566,06-T-076,1470-047,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,Hungary,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A HU,31676-45458A,HU,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418584,06-T-076,1470-048,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,Ireland,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A IE,31676-45458A,IE,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418602,06-T-076,1470-049,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2021,,Issued,Laurens Mets,Sweden,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A SE,31676-45458A,SE,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418620,06-T-076,1470-050,2449084,10794826.7 DE,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,Denmark,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A DE,31676-45458A,DK,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
5418638,06-T-076,1470-051,2449084,10794826.7,,Validated EPO,Method and System for Converting Electricity Into Alternative Energy Resources,7/2/2010,7/2/2009,7/2/2030,10/28/2020,1/2/2012,,Issued,Laurens Mets,United Kingdom,"Marshall, Gerstein & Borun","Sintich, Sharon",31676/45458A GB,31676-45458A,GB,10/28/2020,,Laurens Mets,"Hwang, Luke","Juggernauth, Anne",,,,,,,,7/2/2010,7/2/2010,"61/222,621",
614729,06-T-081,1475-001,,"60/691,535",1475-001,Provisional,Surface Chemistry and Deposition techniques for Single Molecule Studies,6/17/2005,6/17/2005,6/17/2006,,,,Expired - Inactive,Milan Mrksich,*United States,,,,CIT-4415-P,US,6/17/2005,,"Milan Mrksich, Stephen Quake, Jerrod Schwartz","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/691,535",
