,Unnamed: 0,Agreement_ID,Parties,Agreement_Type,Manager,Responsible_Manager,Title,Number_of_Parties,In_or_Out,Reference_Number,Status,Status_Date,Effective_Date,Agreement_Term,Term_Date,Sign_Date,Field_Of_Use,Equity,Reimbursable_Expenses,Technologies,Division_Department,Investigators,Last_Related_Update,Tech_ID,Category,Total Revenue,Revenue_Generating,Invention_ID,Lead_Inventor,_merge
1008,3544.0,22-A-166,"Abingworth, LLP",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Abingworth, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-03-14 00:00:00,2022-03-14 00:00:00,5.0,2027-03-14 00:00:00,2022-03-17 00:00:00,,No,No,"16-T-060, 21-T-006, 22-T-014","Chemistry, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Long Nguyen, Zeyu Qiao, Marsha Rosner, Xianghang (Sean) Shangguan, Thomas Speltz",2022-03-18 13:30:58,16-T-060,,,0.0,,,left_only
1009,3518.0,22-A-140,Playground Global,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Playground Global, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-02-02 00:00:00,2022-02-02 00:00:00,1.0,2023-02-02 00:00:00,2022-02-02 00:00:00,,No,No,"16-T-060, 21-T-006, 21-T-124, 22-T-014","Biological Sciences Division (BSD), Chemistry, Pathology, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Alexander Muir, Scott Oakes, Sean Shangguan, Thomas Speltz",2022-02-03 12:56:54, 21-T-006,,,0.0,,,left_only
1010,3539.0,22-A-161,"Westlake BioPartners, LLC",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Westlake BioPartners, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-03-01 00:00:00,2022-03-01 00:00:00,3.0,2025-03-01 00:00:00,2022-03-17 00:00:00,,No,No,"16-T-060, 21-T-006, 22-T-014","Chemistry, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Long Nguyen, Zeyu Qiao, Marsha Rosner, Xianghang (Sean) Shangguan, Thomas Speltz",2022-03-21 10:06:52, 21-T-006,,,0.0,,,left_only
1011,3544.0,22-A-166,"Abingworth, LLP",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Abingworth, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-03-14 00:00:00,2022-03-14 00:00:00,5.0,2027-03-14 00:00:00,2022-03-17 00:00:00,,No,No,"16-T-060, 21-T-006, 22-T-014","Chemistry, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Long Nguyen, Zeyu Qiao, Marsha Rosner, Xianghang (Sean) Shangguan, Thomas Speltz",2022-03-18 13:30:58, 21-T-006,,,0.0,,,left_only
1012,3518.0,22-A-140,Playground Global,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Playground Global, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-02-02 00:00:00,2022-02-02 00:00:00,1.0,2023-02-02 00:00:00,2022-02-02 00:00:00,,No,No,"16-T-060, 21-T-006, 21-T-124, 22-T-014","Biological Sciences Division (BSD), Chemistry, Pathology, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Alexander Muir, Scott Oakes, Sean Shangguan, Thomas Speltz",2022-02-03 12:56:54, 21-T-124,,,0.0,,,left_only
1013,3518.0,22-A-140,Playground Global,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Playground Global, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-02-02 00:00:00,2022-02-02 00:00:00,1.0,2023-02-02 00:00:00,2022-02-02 00:00:00,,No,No,"16-T-060, 21-T-006, 21-T-124, 22-T-014","Biological Sciences Division (BSD), Chemistry, Pathology, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Alexander Muir, Scott Oakes, Sean Shangguan, Thomas Speltz",2022-02-03 12:56:54, 22-T-014,,,0.0,,,left_only
1014,3539.0,22-A-161,"Westlake BioPartners, LLC",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Westlake BioPartners, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-03-01 00:00:00,2022-03-01 00:00:00,3.0,2025-03-01 00:00:00,2022-03-17 00:00:00,,No,No,"16-T-060, 21-T-006, 22-T-014","Chemistry, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Long Nguyen, Zeyu Qiao, Marsha Rosner, Xianghang (Sean) Shangguan, Thomas Speltz",2022-03-21 10:06:52, 22-T-014,,,0.0,,,left_only
1015,3544.0,22-A-166,"Abingworth, LLP",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Abingworth, CDA, 2022 (Moellering)",1.0,Out,,Active,2022-03-14 00:00:00,2022-03-14 00:00:00,5.0,2027-03-14 00:00:00,2022-03-17 00:00:00,,No,No,"16-T-060, 21-T-006, 22-T-014","Chemistry, Physical Sciences Division (PSD)","Shannon Elf, Raymond Moellering, Long Nguyen, Zeyu Qiao, Marsha Rosner, Xianghang (Sean) Shangguan, Thomas Speltz",2022-03-18 13:30:58, 22-T-014,,,0.0,,,left_only
1016,3520.0,22-A-142,OmicEra Diagnostics GmbH,Confidentiality Agreement (CDA/NDA),"Juggernauth, Anne","Stocco, Teana","OmicEra Diagnostics, CDA, 2022 (Lengyel)",1.0,Out,,Active,2022-02-18 00:00:00,2022-02-18 00:00:00,4.0,2026-02-18 00:00:00,2022-02-18 00:00:00,,No,No,22-T-114,"Biological Sciences Division (BSD), Obstetrics and Gynecology","Ernst Lengyel, Melanie Weigert",2022-02-25 12:09:38,22-T-114,,,0.0,,,left_only
1017,3521.0,22-A-143,"SmartHealth Catalyzer, Inc.",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","SmartHealth Catalyzer, CDA, 2022 (Prabhakar)",1.0,Out,,Active,2022-02-07 00:00:00,2022-02-07 00:00:00,7.0,2029-02-07 00:00:00,2022-02-08 00:00:00,IIT inventors involved too,No,No,"16-T-123, 22-T-097","Biological Sciences Division (BSD), Medicine",Nanduri Prabhakar,2022-02-09 12:09:16, 22-T-097,,,0.0,,,left_only
1018,3522.0,22-A-144,Phosphorylate,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Phosphorylate, CDA, 2022 (Pan)",1.0,Out,,Active,2022-02-08 00:00:00,2022-02-08 00:00:00,3.0,2025-02-08 00:00:00,2022-02-16 00:00:00,,No,No,22-T-111,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Christopher Katanski, Tao Pan",2022-02-22 10:45:52,22-T-111,,,0.0,,,left_only
1019,3533.0,22-A-155,"Osage Partners, LLC",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Osage Partners, CDA, 2022 (Pan)",1.0,Out,,Active,2022-02-22 00:00:00,2022-02-22 00:00:00,7.0,2029-02-22 00:00:00,2022-02-23 00:00:00,,No,No,22-T-111,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Christopher Katanski, Tao Pan",2022-02-28 12:18:25,22-T-111,,,0.0,,,left_only
1020,3523.0,22-A-145,Bullrun Capital Inc.,Confidentiality Agreement (CDA/NDA),"Juggernauth, Anne","Stocco, Teana","Bullrun Capital, CDA, 2022 (Tian)",1.0,Out,,Active,2022-02-10 00:00:00,2022-02-10 00:00:00,5.0,2027-02-10 00:00:00,2022-02-11 00:00:00,,No,No,19-T-152,"Chemistry, Physical Sciences Division (PSD)","Yin Fang, Yiliang Lin, Bozhi Tian, Herbert Wang",2022-03-09 16:41:37,19-T-152,,,0.0,,,left_only
1021,3524.0,22-A-146,Loyola University Chicago,Interinstitutional Agreement (IIA),"Muite, Kevin","Stocco, Teana","Loyola University Chicago, IIA, 2022 (Greene)",1.0,Out,Loyola HSC067,Active,2022-02-14 00:00:00,2022-02-14 00:00:00,-1.0,,2022-02-14 00:00:00,UC leads,No,No,21-T-054,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center","Sean Fanning, Geoffrey Greene, David Hosfield",2022-04-01 13:46:25,21-T-054,Reimbursement,0.0,0.0,,,left_only
1022,3529.0,22-A-151,Michael Draper,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Michael Draper, CDA, 2022 (Kossiakoff)",1.0,Out,,Active,2022-02-17 00:00:00,2022-02-17 00:00:00,7.0,2029-02-17 00:00:00,2022-02-18 00:00:00,Anti-CD73(NT5E) antibodies,No,No,19-T-151,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Anthony Kossiakoff, Carla Meints, Somnath Mukherjee",2022-02-21 11:39:09,19-T-151,,,0.0,,,left_only
1023,3530.0,22-A-152,Sridaran Natesan,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Sridaran Natesan, CDA, 2022 (Kossiakoff)",1.0,Out,,Active,2022-02-17 00:00:00,2022-02-17 00:00:00,7.0,2029-02-17 00:00:00,2022-02-21 00:00:00,,No,No,19-T-151,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Anthony Kossiakoff, Carla Meints, Somnath Mukherjee",2022-02-22 09:07:18,19-T-151,,,0.0,,,left_only
1024,3534.0,22-A-156,"University of California, San Francisco (UCSF)",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","UCSF, CDA, 2020/2022 (Kossiakoff)",1.0,Out,,Active,2020-05-29 00:00:00,2020-05-29 00:00:00,3.0,2023-05-29 00:00:00,2022-02-22 00:00:00,,No,No,19-T-151,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Comprehensive Cancer Center, LAB Kossiakoff, Anthony 6-93823","Anthony Kossiakoff, Carla Meints, Somnath Mukherjee",2022-02-28 11:43:15,19-T-151,,,0.0,,,left_only
1025,3531.0,22-A-153,Tenaya Therapeutics,Non-Exclusive License - Tangible Property,"Juggernauth, Anne","Stocco, Teana","Tenaya Therapeutics, Non-Exclusive Tangible Property License, 2022 (Fuchs)",1.0,Out,,Active,2022-03-29 00:00:00,2022-03-29 00:00:00,7.0,2029-03-29 00:00:00,2022-03-30 00:00:00,JAX #026665 - also HHMI; 7 year license for $20k,No,No,15-T-138,"Biological Sciences Division (BSD), Molecular Genetics and Cell Biology",Elaine Fuchs,2022-04-15 17:20:00,15-T-138,Revenue,20000.0,1.0,,,left_only
1026,3541.0,22-A-163,Joshua Engle,Confidentiality Agreement (CDA/NDA),"Juggernauth, Anne","Stocco, Teana","Joshua Engle, CDA, 2022 (Liu)",1.0,Out,,Active,2022-03-01 00:00:00,2022-03-01 00:00:00,7.0,2029-03-01 00:00:00,2022-03-04 00:00:00,Prof. Chong Liu's lithium extraction technologies,No,No,"21-T-063, 22-T-122",Pritzker School of Molecular Engineering (PME),"Yu Han, Grant Hill, Chong Liu",2022-03-07 11:09:07,21-T-063,,,0.0,,,left_only
1027,3541.0,22-A-163,Joshua Engle,Confidentiality Agreement (CDA/NDA),"Juggernauth, Anne","Stocco, Teana","Joshua Engle, CDA, 2022 (Liu)",1.0,Out,,Active,2022-03-01 00:00:00,2022-03-01 00:00:00,7.0,2029-03-01 00:00:00,2022-03-04 00:00:00,Prof. Chong Liu's lithium extraction technologies,No,No,"21-T-063, 22-T-122",Pritzker School of Molecular Engineering (PME),"Yu Han, Grant Hill, Chong Liu",2022-03-07 11:09:07, 22-T-122,,,0.0,,,left_only
1028,3542.0,22-A-164,"Calyxt, Inc.",Confidentiality Agreement (CDA/NDA),"Onishi, Kenneth","Stocco, Teana","Calyxt, CDA, 2022 (Raman)",1.0,Out,,Active,2022-03-15 00:00:00,2022-03-15 00:00:00,0.5,2022-09-15 00:00:00,2022-03-28 00:00:00,SCALES - 6 month Term,No,No,"21-T-093, 22-T-044, 22-T-129, 22-T-130","Biological Sciences Division (BSD), Duchossois Family Institute (DFI), Pathology","Seppe Kuehn, Rita Oliveira, Arjun Raman",2022-03-28 14:59:03,21-T-093,,,0.0,,,left_only
1029,3542.0,22-A-164,"Calyxt, Inc.",Confidentiality Agreement (CDA/NDA),"Onishi, Kenneth","Stocco, Teana","Calyxt, CDA, 2022 (Raman)",1.0,Out,,Active,2022-03-15 00:00:00,2022-03-15 00:00:00,0.5,2022-09-15 00:00:00,2022-03-28 00:00:00,SCALES - 6 month Term,No,No,"21-T-093, 22-T-044, 22-T-129, 22-T-130","Biological Sciences Division (BSD), Duchossois Family Institute (DFI), Pathology","Seppe Kuehn, Rita Oliveira, Arjun Raman",2022-03-28 14:59:03, 22-T-044,,,0.0,,,left_only
1030,3542.0,22-A-164,"Calyxt, Inc.",Confidentiality Agreement (CDA/NDA),"Onishi, Kenneth","Stocco, Teana","Calyxt, CDA, 2022 (Raman)",1.0,Out,,Active,2022-03-15 00:00:00,2022-03-15 00:00:00,0.5,2022-09-15 00:00:00,2022-03-28 00:00:00,SCALES - 6 month Term,No,No,"21-T-093, 22-T-044, 22-T-129, 22-T-130","Biological Sciences Division (BSD), Duchossois Family Institute (DFI), Pathology","Seppe Kuehn, Rita Oliveira, Arjun Raman",2022-03-28 14:59:03, 22-T-129,,,0.0,,,left_only
1031,3542.0,22-A-164,"Calyxt, Inc.",Confidentiality Agreement (CDA/NDA),"Onishi, Kenneth","Stocco, Teana","Calyxt, CDA, 2022 (Raman)",1.0,Out,,Active,2022-03-15 00:00:00,2022-03-15 00:00:00,0.5,2022-09-15 00:00:00,2022-03-28 00:00:00,SCALES - 6 month Term,No,No,"21-T-093, 22-T-044, 22-T-129, 22-T-130","Biological Sciences Division (BSD), Duchossois Family Institute (DFI), Pathology","Seppe Kuehn, Rita Oliveira, Arjun Raman",2022-03-28 14:59:03, 22-T-130,,,0.0,,,left_only
1032,3546.0,22-A-168,David Hilbert,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","David HIlbert (Individual), CDA, 2022 (He)",1.0,Out,,Active,2022-03-17 00:00:00,2022-03-17 00:00:00,3.0,2025-03-17 00:00:00,2022-03-17 00:00:00,,No,No,"15-T-060, 17-T-032, 17-T-116, 18-T-057, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 21-T-097, 22-T-072",,Chuan He,2022-03-18 11:48:24, 17-T-032,,,0.0,,,left_only
1033,3550.0,22-A-172,Alexis Ji,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Alexis Ji (individual), CDA, 2022 (Chuan He)",1.0,Out,,Active,2022-02-21 00:00:00,2022-02-21 00:00:00,3.0,2025-02-21 00:00:00,2022-03-11 00:00:00,,No,No,"15-T-060, 17-T-032, 17-T-116, 18-T-057, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 21-T-097, 21-T-108, 21-T-109, 22-T-072","Chemistry, Physical Sciences Division (PSD)",Chuan He,2022-03-21 11:30:26, 17-T-032,,,0.0,,,left_only
1034,3571.0,85-A-001,Howard Hughes Medical Institute (HHMI),Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana",Master HHMI Agreement,1.0,Out,AGRHHMI,Active,2014-03-15 00:00:00,1985-01-01 00:00:00,0.0,,2014-03-15 00:00:00,Revised in March 2014 - IDs older than that fall under old agreement;,No,No,"00-T-026, 01-T-007, 01-T-014, 01-T-024, 01-T-036, 02-T-053, 02-T-074, 03-T-005, 03-T-006, 03-T-079, 03-T-123, 05-T-018, 05-T-029, 05-T-052, 05-T-053, 05-T-062, 05-T-072, 05-T-083, 06-T-024, 06-T-038, 06-T-113, 06-T-126, 06-T-135, 07-T-029, 07-T-030, 07-T-126, 08-T-016, 08-T-025, 08-T-042, 08-T-154, 09-T-012, 09-T-021, 09-T-120, 09-T-121, 10-T-041, 11-T-112, 11-T-125, 15-T-138, 17-T-026, 17-T-032, 17-T-033, 17-T-055, 17-T-115, 17-T-116, 17-T-126, 18-t-, 18-T-057, 18-T-083, 18-T-085, 18-T-188, 18-T-669, 18-T-689, 19-T-037, 19-T-065, 19-T-103, 19-T-121, 19-T-164, 21-T-003, 21-T-070, 21-T-080, 21-T-097, 21-T-108, 21-T-109, 21-T-142, 22-T-072, 22-T-140, 88-T-007, 89-T-023, 89-T-033, 89-T-039, 90-T-027, 90-T-028, 90-T-031, 91-T-013, 91-T-019, 91-T-027, 91-T-042, 91-T-047, 91-T-054, 92-T-024, 92-T-035, 92-T-040, 93-T-013, 93-T-028, 93-T-033, 93-T-034, 94-T-055, 96-T-046, 96-T-047, 96-T-054, 96-T-065, 96-T-086, 96-T-087, 96-T-089, 97-T-036, 97-T-063, 97-T-065, 97-T-080, 97-T-081, 98-T-009, 98-T-011, 98-T-046, 98-T-051, 99-T-032","Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Human Genetics, Medicine, Molecular Genetics and Cell Biology, Obstetrics and Gynecology, Pathology, Physical Sciences Division (PSD), Radiation and Cellular Oncology","Mary Ann Accavitti, Jeffrey Anker, Katinka Bahr, Lan Ban, Graeme Bell, Albert Bendelac, Eric Boerwinkle, Lawrence Boise, James Bonini, Kathy Borkovich, Christopher Bradfield, Laura Brass, Elizabeth Bray, Christopher Breder, Jason Brokaw, Andy Cal, Yury Chernoff, Patrick Concannon, Nancy Cox, Matthew Cummings, Kevin Currie, Qing Dai, Ramanuj DasGupta, Shubhik DebBurman, Linda Degenstein, Colin Duckett, Patrick Evans, Stefan Fajans, Aaron Fox, Elaine Fuchs, Hiroto Furuta, Enrique Garcia, Andrea Gashier, Uri Gat, Kent Golic, W. Hall, Dennis Hallahan, Robert Hammer, Craig Hanis, Manami Hara, Yoshinori Hinokio, Yukio Horikawa, Rustem Ismagilov, Naoko Iwasaki, Carl June, Kevin Keith, Haeyoung Kong, Anthony Kossiakoff, Sylvia Krobitsch, Donald Kufe, Bruce Lahn, Laimonis Laimins, Ernst Lengyel, Liming Li, Xiangquan Li, David Liebovitz, Yao Lin, Tom Lindner, Susan Lindquist, Jia-Jia Liu, Song Luo, Uroghupatel Lyegha, Jiyan Ma, Emin Maltepe, Violeta Marin, Sean Martin, Hirosata Mashima, Nitzan Mekel-Bobrov, Craig Meyers, Justin Modica, Milan Mrksich, Weston Msikita, Naohisa Oda, Yukie Oda, Kenichi Otani, Tiago Outeiro, Ravishankar Palanivelu, Chien-Yuan Pan, Tao Pan, Dawn Parsell, Nipam Patel, Maria Patino, Steven Patrie, Robert Petersen, Joseph Piccirilli, Kenneth Polonsky, Daphne Preuss, Christine Queitsch, Karen Raynor, Terry Reisine, Mridusmita Saikia, Yolanda Sanchez, Juan Sanchez-Cortes, Todd Sangster, Tokio Sanke, Paul Savage, Eric Schirmer, Jennifer Schmidt, Melanie Schroeder, Robert Schurr, Susumu Seino, Meghan Sharp, Jay Shrestha, Celeste Simon, Harinder Singh, Todd Slabey, Steven Smeekens, Gregory Snyder, Neal Sondheimer, Richard Spillman, Donald Steiner, Marcus Stoffel, Vikas Sukhatme, Sowmya Swaminathan, Jun Takeda, Luc Teyton, Craig Thompson, Richard Van Duyne, Elizabeth Vierling, Katinka Vigh, Nathalie Vionnet, Xiaoming Wang, Xiaoyu Wang, Ralph Weichselbaum, Robert Wollmann, Kunsan Xiang, Yuichiro Yamada, Kazuya Yamagata, Kazuki Yasuda, Adam Young, Dapeng Zhou, Yuping Zhou",2022-03-29 11:18:52, 17-T-032,,,0.0,,,left_only
1035,3546.0,22-A-168,David Hilbert,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","David HIlbert (Individual), CDA, 2022 (He)",1.0,Out,,Active,2022-03-17 00:00:00,2022-03-17 00:00:00,3.0,2025-03-17 00:00:00,2022-03-17 00:00:00,,No,No,"15-T-060, 17-T-032, 17-T-116, 18-T-057, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 21-T-097, 22-T-072",,Chuan He,2022-03-18 11:48:24, 18-T-057,,,0.0,,,left_only
1036,3550.0,22-A-172,Alexis Ji,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Alexis Ji (individual), CDA, 2022 (Chuan He)",1.0,Out,,Active,2022-02-21 00:00:00,2022-02-21 00:00:00,3.0,2025-02-21 00:00:00,2022-03-11 00:00:00,,No,No,"15-T-060, 17-T-032, 17-T-116, 18-T-057, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 21-T-097, 21-T-108, 21-T-109, 22-T-072","Chemistry, Physical Sciences Division (PSD)",Chuan He,2022-03-21 11:30:26, 18-T-057,,,0.0,,,left_only
1037,3571.0,85-A-001,Howard Hughes Medical Institute (HHMI),Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana",Master HHMI Agreement,1.0,Out,AGRHHMI,Active,2014-03-15 00:00:00,1985-01-01 00:00:00,0.0,,2014-03-15 00:00:00,Revised in March 2014 - IDs older than that fall under old agreement;,No,No,"00-T-026, 01-T-007, 01-T-014, 01-T-024, 01-T-036, 02-T-053, 02-T-074, 03-T-005, 03-T-006, 03-T-079, 03-T-123, 05-T-018, 05-T-029, 05-T-052, 05-T-053, 05-T-062, 05-T-072, 05-T-083, 06-T-024, 06-T-038, 06-T-113, 06-T-126, 06-T-135, 07-T-029, 07-T-030, 07-T-126, 08-T-016, 08-T-025, 08-T-042, 08-T-154, 09-T-012, 09-T-021, 09-T-120, 09-T-121, 10-T-041, 11-T-112, 11-T-125, 15-T-138, 17-T-026, 17-T-032, 17-T-033, 17-T-055, 17-T-115, 17-T-116, 17-T-126, 18-t-, 18-T-057, 18-T-083, 18-T-085, 18-T-188, 18-T-669, 18-T-689, 19-T-037, 19-T-065, 19-T-103, 19-T-121, 19-T-164, 21-T-003, 21-T-070, 21-T-080, 21-T-097, 21-T-108, 21-T-109, 21-T-142, 22-T-072, 22-T-140, 88-T-007, 89-T-023, 89-T-033, 89-T-039, 90-T-027, 90-T-028, 90-T-031, 91-T-013, 91-T-019, 91-T-027, 91-T-042, 91-T-047, 91-T-054, 92-T-024, 92-T-035, 92-T-040, 93-T-013, 93-T-028, 93-T-033, 93-T-034, 94-T-055, 96-T-046, 96-T-047, 96-T-054, 96-T-065, 96-T-086, 96-T-087, 96-T-089, 97-T-036, 97-T-063, 97-T-065, 97-T-080, 97-T-081, 98-T-009, 98-T-011, 98-T-046, 98-T-051, 99-T-032","Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Human Genetics, Medicine, Molecular Genetics and Cell Biology, Obstetrics and Gynecology, Pathology, Physical Sciences Division (PSD), Radiation and Cellular Oncology","Mary Ann Accavitti, Jeffrey Anker, Katinka Bahr, Lan Ban, Graeme Bell, Albert Bendelac, Eric Boerwinkle, Lawrence Boise, James Bonini, Kathy Borkovich, Christopher Bradfield, Laura Brass, Elizabeth Bray, Christopher Breder, Jason Brokaw, Andy Cal, Yury Chernoff, Patrick Concannon, Nancy Cox, Matthew Cummings, Kevin Currie, Qing Dai, Ramanuj DasGupta, Shubhik DebBurman, Linda Degenstein, Colin Duckett, Patrick Evans, Stefan Fajans, Aaron Fox, Elaine Fuchs, Hiroto Furuta, Enrique Garcia, Andrea Gashier, Uri Gat, Kent Golic, W. Hall, Dennis Hallahan, Robert Hammer, Craig Hanis, Manami Hara, Yoshinori Hinokio, Yukio Horikawa, Rustem Ismagilov, Naoko Iwasaki, Carl June, Kevin Keith, Haeyoung Kong, Anthony Kossiakoff, Sylvia Krobitsch, Donald Kufe, Bruce Lahn, Laimonis Laimins, Ernst Lengyel, Liming Li, Xiangquan Li, David Liebovitz, Yao Lin, Tom Lindner, Susan Lindquist, Jia-Jia Liu, Song Luo, Uroghupatel Lyegha, Jiyan Ma, Emin Maltepe, Violeta Marin, Sean Martin, Hirosata Mashima, Nitzan Mekel-Bobrov, Craig Meyers, Justin Modica, Milan Mrksich, Weston Msikita, Naohisa Oda, Yukie Oda, Kenichi Otani, Tiago Outeiro, Ravishankar Palanivelu, Chien-Yuan Pan, Tao Pan, Dawn Parsell, Nipam Patel, Maria Patino, Steven Patrie, Robert Petersen, Joseph Piccirilli, Kenneth Polonsky, Daphne Preuss, Christine Queitsch, Karen Raynor, Terry Reisine, Mridusmita Saikia, Yolanda Sanchez, Juan Sanchez-Cortes, Todd Sangster, Tokio Sanke, Paul Savage, Eric Schirmer, Jennifer Schmidt, Melanie Schroeder, Robert Schurr, Susumu Seino, Meghan Sharp, Jay Shrestha, Celeste Simon, Harinder Singh, Todd Slabey, Steven Smeekens, Gregory Snyder, Neal Sondheimer, Richard Spillman, Donald Steiner, Marcus Stoffel, Vikas Sukhatme, Sowmya Swaminathan, Jun Takeda, Luc Teyton, Craig Thompson, Richard Van Duyne, Elizabeth Vierling, Katinka Vigh, Nathalie Vionnet, Xiaoming Wang, Xiaoyu Wang, Ralph Weichselbaum, Robert Wollmann, Kunsan Xiang, Yuichiro Yamada, Kazuya Yamagata, Kazuki Yasuda, Adam Young, Dapeng Zhou, Yuping Zhou",2022-03-29 11:18:52, 18-T-057,,,0.0,,,left_only
1038,3546.0,22-A-168,David Hilbert,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","David HIlbert (Individual), CDA, 2022 (He)",1.0,Out,,Active,2022-03-17 00:00:00,2022-03-17 00:00:00,3.0,2025-03-17 00:00:00,2022-03-17 00:00:00,,No,No,"15-T-060, 17-T-032, 17-T-116, 18-T-057, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 21-T-097, 22-T-072",,Chuan He,2022-03-18 11:48:24, 18-T-083,,,0.0,,,left_only
1039,3550.0,22-A-172,Alexis Ji,Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","Alexis Ji (individual), CDA, 2022 (Chuan He)",1.0,Out,,Active,2022-02-21 00:00:00,2022-02-21 00:00:00,3.0,2025-02-21 00:00:00,2022-03-11 00:00:00,,No,No,"15-T-060, 17-T-032, 17-T-116, 18-T-057, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 21-T-097, 21-T-108, 21-T-109, 22-T-072","Chemistry, Physical Sciences Division (PSD)",Chuan He,2022-03-21 11:30:26, 18-T-083,,,0.0,,,left_only
1040,3569.0,22-A-191,"ROME Therapeutics, Inc.",Confidentiality Agreement (CDA/NDA),"Tennant, Thelma","Stocco, Teana","ROME Therapeutics, CDA, 2022 (Chuan He)",1.0,Out,,Active,2022-04-06 00:00:00,2022-03-25 00:00:00,1.0,2023-03-25 00:00:00,2022-04-06 00:00:00,,No,No,"15-T-060, 18-T-083, 19-T-037, 19-T-065, 19-T-121, 19-T-164, 22-T-052","Chemistry, Physical Sciences Division (PSD)",Chuan He,2022-04-07 12:45:22, 18-T-083,,,0.0,,,left_only
