,Tech_ID,Title,Serial_Number,Patent_Number,Country,Country_WIPO_ID,File_Date,Issue_Date,Publication_Number,Date_Actually_Filed,Internal_ID,Entity_Size,Priority_Date,Status_Date,Is_Priority,Last_Related_Update,Status,Lawfirm,Attorney,Legal_Reference_Number,Inventors,Application_Type,Created_Date,Docket_No,Expire_Date,IP_Manager,Lead_Inventor,Licensing_Manager,Primary_Key,Publication_Date,Technology_Key,Licensed
3088,13-T-139,Methods and Compositions Relating to Cancer Therapy with DNA Damaging Agents,PCT/US14/56942, ,*United States,US,9/23/2014,,WO 2015/042570 A1,9/23/2014,2273-002,Small,9/23/2013,,No,4/28/2022,Expired - Inactive,Stoel Reaves LLP,, ,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",PCT,4/12/2018,2273-002,3/23/2016,"Peace, Shane",Philip Connell,"Tennant, Thelma",613070,3/26/2015,583570,Yes
3089,13-T-139,Methods and Compositions Relating to Cancer Therapy with DNA Damaging Agents,"15/078,810", ,*United States,US,9/23/2014,,US-2016-0369353-A1,3/23/2016,2273-003,Small,9/23/2013,,No,4/28/2022,Pending,Armstrong Teasdale,,42979-4,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Nationalized PCT,4/12/2018,2273-003,9/25/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",613071,12/22/2016,583570,No
3090,13-T-139,Methods and Compositions Relating to Cancer Therapy with DNA Damaging Agents,"2,958,290", ,Canada,CA,9/23/2014,, ,9/23/2014,2273-007,Small,9/23/2013,,No,4/28/2022,Abandoned,Stoel Reaves LLP,, ,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Nationalized PCT,4/12/2018,2273-007,9/23/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",613072,,583570,No
3091,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,19172280.0EPO, ,European Patent Office (EPO),EP,9/23/2014,,3543353,5/2/2019,2273-008,Large,9/23/2013,5/2/2019,No,4/28/2022,Abandoned,Stoel Reaves LLP,,30411EP1,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Divisional,5/2/2019, ,9/24/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",3681278,9/25/2019,583570,No
3092,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,14845394.7FR,3049536,France,FR,9/23/2014,, ,7/25/2019,2273-009,Small,9/23/2013,10/15/2021,No,4/28/2022,Issued,Stoel Reaves LLP,, ,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Validated EPO,8/6/2019, ,9/24/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",3881847,,583570,No
3093,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,14845394.7DE,602014047394.6,Germany,DE,9/23/2014,, ,8/6/2019,2273-010,Small,9/23/2013,10/15/2021,No,4/28/2022,Issued,Stoel Reaves LLP,, ,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Validated EPO,8/6/2019, ,9/24/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",3881869,,583570,No
3094,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,14845394.7GB,3049536,United Kingdom,GB,9/23/2014,, ,7/8/2019,2273-011,Small,9/23/2013,10/15/2021,No,4/28/2022,Issued,Stoel Reaves LLP,, ,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Validated EPO,8/6/2019, ,9/24/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",3881891,,583570,No
3095,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,202011481549.9, ,China,CN,9/23/2014,,112592975,12/14/2020,2273-012,Small,9/23/2013,12/14/2020,No,4/28/2022,Pending,Stoel Reaves LLP,,1002-SWL-2015-001-2.CN,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Divisional,12/14/2020, ,9/23/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",5195853,4/2/2021,583570,Yes
3096,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,202011481550.1, ,China,CN,9/23/2014,,112522408A,12/14/2020,2273-013,Small,9/23/2013,12/17/2020,No,4/28/2022,Pending,Stoel Reaves LLP,,1002-SWL-2015-001-1.CN,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Divisional,12/17/2020, ,9/23/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",5203229,3/19/2021,583570,Yes
3097,13-T-139,Four gene signature for prediction of DNA repair mechanism and selection of cancer treatment,42021029384.1,,Hong Kong,HK,9/23/2014,,40039126A,4/15/2021,2273-014,Large,9/23/2013,4/27/2021,No,3/18/2022,Pending,Stoel Reaves LLP,,21P0038C-HK1-SW,"Philip Connell, Sean Pitroda, Ralph Weichselbaum",Nationalized PCT,4/27/2021,,9/23/2034,"Peace, Shane",Philip Connell,"Tennant, Thelma",5632096,7/9/2021,583570,Yes
3098,13-T-142,Compositions and Methods for Preventing Food Allergy Sensitization,"61/937,952", ,*United States,US,2/10/2014,, ,2/10/2014,2276-001,Small,2/10/2014,,Yes,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,Cathryn Nagler,Provisional,4/12/2018,2276-001,2/10/2015,"Dembo, Anna",Cathryn Nagler,"Tennant, Thelma",610998,,583573,Yes
3099,13-T-143,A CENTRIFUGE MICROSCOPE CAPABLE OF REALIZING POLARIZED LIGHT OBSERVATION,"08/908,220","5,982,535",*United States,US,8/7/1997,11/9/1999, ,8/7/1997,MBL-0005-001,Small,8/7/1997,8/7/2017,Yes,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,"Koji Ichie, Shinya Inoue, Chikara Nagano, Naobumi Okada, Keisuke Suzuki, Hajime Takahashi",US Utility,4/12/2018,MBL-0005-001,8/7/2017,"Butler, Brittany",Shinya Inoue,"Butler, Brittany",610201,,583574,Yes
3100,13-T-144,SLIT SCAN CENTRIFUGE MICROSCOPE,"08/910,109","5,930,033",*United States,US,8/13/1997,7/27/1999, ,8/13/1997,MBL-0006-001,Small,8/13/1997,8/13/2017,Yes,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,"Shinya Inoue, Keisuke Suzuki",US Utility,4/12/2018,MBL-0006-001,8/13/2017,"Butler, Brittany",Shinya Inoue,"Butler, Brittany",614559,,583575,Yes
3101,13-T-145,RETARDANCE MEASUREMENT SYSTEM AND METHOD,"10/616,080","7,202,950",*United States,US,7/8/2003,4/10/2007, ,7/8/2003,MBL-0009-001,None,7/8/2003,4/10/2007,Yes,4/28/2022,Issued,Marine Biological Laboratory (MBL),, ,"Rudolf Oldenbourg, Michael Shribak",US Utility,4/12/2018,MBL-0009-001,8/11/2024,"Cox, Ben",Michael Shribak,"Tennant, Thelma",614399,,583576,Yes
3102,13-T-145,RETARDANCE MEASUREMENT SYSTEM AND METHOD,"11/333,621","7,239,388",*United States,US,7/8/2003,7/3/2007, ,1/17/2006,MBL-0009-002,None,7/8/2003,7/3/2007,No,4/28/2022,Issued,Marine Biological Laboratory (MBL),, ,"Rudolf Oldenbourg, Michael Shribak",Divisional,4/12/2018,MBL-0009-002,7/8/2023,"Cox, Ben",Michael Shribak,"Tennant, Thelma",614400,,583576,Yes
3103,13-T-145,RETARDANCE MEASUREMENT SYSTEM AND METHOD,"11/715,750","7,372,567",*United States,US,7/8/2003,5/13/2008, ,3/8/2007,MBL-0009-003,None,7/8/2003,5/13/2008,No,4/28/2022,Issued,Marine Biological Laboratory (MBL),, ,"Rudolf Oldenbourg, Michael Shribak",Continuation,4/12/2018,MBL-0009-003,7/8/2023,"Cox, Ben",Michael Shribak,"Tennant, Thelma",614401,,583576,Yes
3104,13-T-146,INSTANTANEOUS POLARIZATION MEASUREMENT SYSTEM AND METHOD,"10/616,328","7,079,247",*United States,US,7/8/2003,7/18/2006, ,7/8/2003,MBL-0010-001,Small,7/8/2003,7/18/2006,Yes,4/28/2022,Issued,Marine Biological Laboratory (MBL),, ,"Paul Cronin, Clifford Hoyt, Peter Miller, Rudolf Oldenbourg, Michael Shribak",US Utility,4/12/2018,MBL-0010-001,6/23/2024,"Cox, Ben",Michael Shribak,"Tennant, Thelma",612036,,583577,Yes
3105,13-T-147,USE OF MARINE ALGAE FOR PRODUCING HYDROCARBONS,"12/967,478", ,*United States,US,12/14/2010,, ,12/14/2010,MBL-0011-001,Small,12/17/2009,5/16/2014,No,4/28/2022,Abandoned,Ropes & Gray LLP,, ,"Scott Lindell, Christopher Reddy",US Utility,4/12/2018,MBL-0011-001,,"Peace, Shane",Scott Lindell,"Tennant, Thelma",615203,,583578,Yes
3106,13-T-147,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"14/187,929", ,*United States,US,12/14/2010,,US-2014-0171608-A1,2/24/2014,MBL-0011-002,Small,12/17/2009,8/24/2016,No,4/28/2022,Abandoned,Ropes & Gray LLP,, ,"Scott Lindell, Christopher Reddy",Continuation in Part,4/12/2018,MBL-0011-002,,"Peace, Shane",Scott Lindell,"Tennant, Thelma",615204,6/19/2014,583578,Yes
3107,13-T-147,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"14/599,460","9,970,034",*United States,US,1/17/2015,5/15/2018,US 2015-0140619 A1,1/17/2015,MBL-0011-003,Small,12/17/2009,5/4/2020,No,4/28/2022,Issued,Ropes & Gray LLP,,168111.010206/US,"Scott Lindell, Gregory O'Neil, Christopher Reddy",Continuation in Part,5/4/2020, ,1/17/2035,"Peace, Shane",Scott Lindell,"Tennant, Thelma",4525473,5/21/2015,583578,Yes
3108,13-T-147,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"15/949,983","10,208,321",*United States,US,4/10/2018,2/19/2019,US 2018-0230501 A1,2/19/2019,MBL-0011-004,Small,12/17/2009,5/4/2020,No,4/28/2022,Issued,Ropes & Gray LLP,,WWUN166263,"Scott Lindell, Gregory O'Neil, Christopher Reddy",Divisional,5/4/2020, ,4/10/2038,"Peace, Shane",Scott Lindell,"Tennant, Thelma",4525596,8/16/2018,583578,Yes
3109,13-T-147,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"61/414,491", ,*United States,US,11/17/2010,, ,11/17/2010,MBL-0011-005,Small,11/17/2010,5/4/2020,No,4/28/2022,Expired Prov - Filed in US,Ropes & Gray LLP,,168111.010204,"Scott Lindell, Gregory O'Neil, Christopher Reddy",Provisional,5/4/2020, ,11/17/2011,"Peace, Shane",Scott Lindell,"Tennant, Thelma",4525650,,583578,Yes
3110,13-T-147,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"61/287,585", ,*United States,US,12/17/2009,, ,12/17/2009,MBL-0011-007,Small,12/17/2009,5/4/2020,No,4/28/2022,Expired Prov - Filed in US,Ropes & Gray LLP,, ,"Scott Lindell, Gregory O'Neil, Christopher Reddy",Provisional,5/4/2020, ,12/17/2010,"Peace, Shane",Scott Lindell,"Tennant, Thelma",4525795,,583578,Yes
3111,13-T-147,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"16/259,339", ,*United States,US,1/28/2019,,US 2019-0161777 A1,1/28/2019,MBL-0011-008,Small,12/17/2009,5/4/2020,No,4/28/2022,Pending,Ropes & Gray LLP,,168111.010207/US/CON,"Scott Lindell, Gregory O'Neil, Christopher Reddy",Continuation,5/4/2020, ,1/28/2039,"Peace, Shane",Scott Lindell,"Tennant, Thelma",4525838,5/30/2019,583578,Yes
3112,13-T-148,USE OF MARINE ALGAE FOR PRODUCING POLYMERS,"13/298,576","9,879,288",*United States,US,11/17/2011,1/30/2018, ,11/17/2011,MBL-0012-001,Small,11/17/2010,1/30/2018,No,4/28/2022,Issued,Ropes & Gray LLP,, ,"Scott Lindell, Christopher Reddy",US Utility,4/12/2018,MBL-0012-001,9/1/2033,"Peace, Shane",Scott Lindell,"Tennant, Thelma",615205,,583579,Yes
3113,13-T-149,COMPOUNDS AND METHODS FOR TREATING CYSTIC FIBROSIS,"61/557,021", ,*United States,US,11/8/2011,, ,11/8/2011,MBL-0013-001,Small,11/8/2011,,Yes,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,"Miles Hacker, Joshua Hamilton, Bruce Stanton",Provisional,4/12/2018,MBL-0013-001,11/8/2012,"Unassigned, Unassigned",Joshua Hamilton,"Unassigned, Unassigned",611236,,583580,Yes
3114,13-T-149,COMPOUNDS AND METHODS FOR TREATING CYSTIC FIBROSIS,PCT/US12/64145, ,*United States,US,11/8/2012,, ,11/8/2012,MBL-0013-002,Small,11/8/2011,,No,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,"Miles Hacker, Joshua Hamilton, Bruce Stanton",PCT,4/12/2018,MBL-0013-002,5/8/2014,"Unassigned, Unassigned",Joshua Hamilton,"Unassigned, Unassigned",611237,,583580,Yes
3115,13-T-150,Methods and Systems of Detecting Exocytosis of a Target Molecule from a Population of Cells,"61/822,639", ,*United States,US,5/13/2013,, ,5/13/2013,MBL-0014-001,Small,5/13/2013,,Yes,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",48624,"Emma Heart, Mark Messerli, Munan Xu",Provisional,4/12/2018,MBL-0014-001,5/13/2014,"Dembo, Anna",Mark Messerli,"Juggernauth, Anne",613144,,583581,Yes
3116,13-T-150,Methods and Systems of Detecting Exocytosis of a Target Molecule from a Population of Cells,PCT/US14/37682, ,*United States,US,5/12/2014,,WO 2014/186282,5/12/2014,MBL-0014-002,Small,5/13/2013,,No,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",48624-PC,"Emma Heart, Mark Messerli, Munan Xu",PCT,4/12/2018,MBL-0014-002,11/13/2015,"Dembo, Anna",Mark Messerli,"Juggernauth, Anne",613145,11/20/2014,583581,Yes
3117,13-T-150,Methods and Systems of Detecting Exocytosis of a Target Molecule from a Population of Cells,"14/889,568","9,739,734",*United States,US,5/12/2014,8/22/2017,US-2016-0084782-A1,11/6/2015,MBL-0014-003,Small,5/13/2013,8/22/2017,No,4/28/2022,Issued,"Marshall, Gerstein & Borun","Merkel, William",48624,"Emma Heart, Mark Messerli, Munan Xu",Nationalized PCT,4/12/2018,MBL-0014-003,5/12/2034,"Dembo, Anna",Mark Messerli,"Juggernauth, Anne",613146,3/24/2016,583581,No
3118,13-T-151,MANAGING TAXONOMIC INFORMATION,"10/087,621","7,650,327",*United States,US,3/1/2002,1/19/2010, ,3/1/2002,MBL-0007-001,Small,3/1/2002,,Yes,4/28/2022,Abandoned,Marine Biological Laboratory (MBL),, ,"Catherine Norton, David Pratt Remsen",US Utility,4/12/2018,MBL-0007-001,3/1/2022,"Unassigned, Unassigned",David Pratt Remsen,"Unassigned, Unassigned",612158,,583582,Yes
3119,13-T-152,POLARIZED LIGHT MICROSCOPY,"08/241,842","5,521,705",*United States,US,5/12/1994,5/28/1996, ,5/12/1994,MBL-0004-001,Small,5/12/1994,5/12/2014,Yes,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,"Guang Mei, Rudolf Oldenbourg",US Utility,4/12/2018,MBL-0004-001,5/12/2014,"Cox, Ben",Rudolf Oldenbourg,"Juggernauth, Anne",614067,,583583,Yes
3120,13-T-153,ORIENTATION INDEPENDENT DIFFERENTIAL INTERFERENCE CONTRAST MICROSCOPY TECHNIQUE AND DEVICE,"11/002,834","7,233,434",*United States,US,12/2/2004,6/19/2007,,12/2/2004,MBL-0008-001,Small,12/17/2003,6/19/2007,No,5/31/2022,Issued,Marine Biological Laboratory (MBL),,B0877.70031US00,Michael Shribak,US Utility,4/12/2018,MBL-0008-001,7/25/2025,"Cox, Ben",Michael Shribak,"Tennant, Thelma",613861,,583584,Yes
3121,13-T-153,ORIENTATION INDEPENDENT DIFFERENTIAL INTERFERENCE CONTRAST MICROSCOPY TECHNIQUE AND DEVICE,"11/820,219","7,564,618",*United States,US,12/2/2004,7/21/2009,,6/19/2007,MBL-0008-002,Small,12/17/2003,7/21/2009,No,5/31/2022,Issued,Marine Biological Laboratory (MBL),,B0877.70031US01,Michael Shribak,Divisional,4/12/2018,MBL-0008-002,12/2/2024,"Cox, Ben",Michael Shribak,"Tennant, Thelma",613862,,583584,Yes
3122,13-T-155,MICROSCOPE SYSTEM FOR USING TRANSMITTED LIGHT TO OBSERVE LIVING ORGANISMS,"08/658,285","6,005,709",*United States,US,6/5/1996,12/21/1999, ,6/5/1996,MBL-0002-001,Small,6/5/1996,6/5/2016,Yes,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,Robert Silver,US Utility,4/12/2018,MBL-0002-001,6/5/2016,"Unassigned, Unassigned",Robert Silver,"Unassigned, Unassigned",613417,,583586,Yes
3123,13-T-157,POLAROGRAPHIC SELF-REFERENCING PROBE AND METHOD FOR USING,"08/834,902","5,968,340",*United States,US,4/7/1997,10/19/1999, ,4/7/1997,MBL-0003-001,Small,4/7/1997,4/7/2017,Yes,4/28/2022,Expired - Inactive,Marine Biological Laboratory (MBL),, ,"Stephen Land, Richard Sanger, Peter Smith",US Utility,4/12/2018,MBL-0003-001,4/7/2017,"Unassigned, Unassigned",Stephen Land,"Unassigned, Unassigned",614068,,583588,Yes
3124,13-T-158,USE OF STING AGONIST AS CANCER TREATMENT,"61/906,330", ,*United States,US,11/19/2013,, ,11/20/2013,2277-001,Small,11/19/2013,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Thomas Gajewski, Leticia Pecino, Seng-Ryong Woo",Provisional,4/12/2018,2277-001,11/19/2014,"Sun, Han",Thomas Gajewski,"Tennant, Thelma",615291,,583589,Yes
3125,13-T-158,USE OF STING AGONIST AS CANCER TREATMENT,PCT/US14/66436, ,*United States,US,11/19/2014,,WO 2015/077354,11/19/2014,2277-002,Small,11/19/2013,,No,4/28/2022,Expired - Inactive,"Casimir Jones, S.C.","Staple, David", ,"Thomas Gajewski, Leticia Pecino, Seng-Ryong Woo",PCT,4/12/2018,2277-002,5/19/2016,"Sun, Han",Thomas Gajewski,"Tennant, Thelma",615292,5/28/2015,583589,Yes
3126,13-T-158,USE OF STING AGONIST AS CANCER TREATMENT,"15/035,432", ,*United States,US,11/19/2014,,2016-0287623,5/9/2016,2277-003,Large,11/19/2013,,No,4/28/2022,Abandoned,"Casimir Jones, S.C.","Staple, David", ,"Thomas Dubensky, Thomas Gajewski, Laura Glickman, David Kanne, Edward Lemmens, Meredith Leong, Leticia Pecino, Seng-Ryong Woo",Nationalized PCT,4/12/2018,2277-003,,"Sun, Han",Thomas Gajewski,"Tennant, Thelma",615293,10/9/2016,583589,No
3127,13-T-158,USE OF STING AGONIST AS CANCER TREATMENT,14864073.3EPO, ,European Patent Office (EPO),EP,11/19/2014,,3071209,6/3/2016,2277-004,Small,11/19/2013,5/6/2019,No,4/28/2022,Abandoned,"Casimir Jones, S.C.","Staple, David", ,Thomas Gajewski,Nationalized PCT,4/12/2018,2277-004,11/22/2034,"Sun, Han",Thomas Gajewski,"Tennant, Thelma",615294,9/30/2016,583589,No
3128,13-T-158,USE OF STING AGONIST AS CANCER TREATMENT,2016-554555, ,Japan,JP,11/19/2014,,2016-538344,5/17/2016,2277-005,Small,11/19/2013,5/6/2019,No,4/28/2022,Abandoned,"Casimir Jones, S.C.","Staple, David", ,"Thomas Gajewski, Leticia Pecino, Seng-Ryong Woo",Nationalized PCT,4/12/2018,2277-005,11/19/2034,"Sun, Han",Thomas Gajewski,"Tennant, Thelma",615295,12/8/2016,583589,No
3129,13-T-158,USE OF STING AGONIST AS CANCER TREATMENT,"15/783,570", ,*United States,US,11/19/2014,,2018-0028553,10/13/2017,2277-006,Large,11/19/2013,5/6/2019,No,4/28/2022,Abandoned,"Casimir Jones, S.C.","Staple, David", ,"Thomas Dubensky, Thomas Gajewski, Laura Glickman, David Kanne, Edward Lemmens, Meredith Leong, Leticia Pecino, Seng-Ryong Woo",Continuation,4/12/2018,2277-006,,"Sun, Han",Thomas Gajewski,"Tennant, Thelma",615296,2/1/2018,583589,No
3130,13-T-160,Nanoprosthesis for Retinal Ganglion Cell Photo-Activation,"61/931,415", ,*United States,US,1/24/2014,, ,1/24/2014,2279-001,Small,1/24/2014,,Yes,4/28/2022,Abandoned,Brinks Gilson & Lione,,00370,"Francisco Bezanilla, Stephen Kent, David Pepperberg",Provisional,4/12/2018,2279-001,1/24/2015,"Butler, Brittany",Francisco Bezanilla,"Butler, Brittany",613637,,583591,Yes
3131,13-T-162,Methods and Compositions Related to HSP90 Inhibitors and Breast Cancer,"61/915,411", ,*United States,US,12/12/2013,, ,12/12/2013,2280-001,Small,12/12/2013,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,Suzanne Conzen,Provisional,4/12/2018,2280-001,12/12/2014,"Dembo, Anna",Suzanne Conzen,"Tennant, Thelma",613023,,583593,Yes
3132,13-T-162,Methods and Compositions Related to HSP90 Inhibitors and Breast Cancer,PCT/US14/70032, ,*United States,US,12/12/2014,, ,12/12/2014,2280-002,Small,12/12/2013,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,Suzanne Conzen,PCT,4/12/2018,2280-002,6/12/2016,"Dembo, Anna",Suzanne Conzen,"Tennant, Thelma",613024,,583593,Yes
3133,13-T-162,METHODS AND COMPOSITIONS RELATED TO HSP90 INHIBITORS AND BREAST CANCER,"15/103,187","10,071,130",*United States,US,12/12/2014,9/11/2018,US_2016-0317601-A1,6/9/2016,2280-003,Small,12/12/2013,,No,5/23/2022,Issued,Norton Rose Fulbright US LLP,"Shishima, Gina",1000208154,Suzanne Conzen,Nationalized PCT,4/12/2018,2280-003,12/14/2034,"Dembo, Anna",Suzanne Conzen,"Tennant, Thelma",613025,11/4/2016,583593,No
3134,13-T-163,CACNA1C ALLELE AND TREATMENT OF MOOD DISORDERS,"62/035,970", ,*United States,US,8/11/2014,, ,8/11/2014,2281-001,Small,8/11/2014,,Yes,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",48562,"Judith Badner, Elliot Gershon, Chun-Yu Liu",Provisional,4/12/2018,2281-001,8/11/2015,"Butler, Brittany",Elliot Gershon,"Butler, Brittany",610761,,583594,Yes
3135,13-T-163,CACNA1C ALLELE AND TREATMENT OF MOOD DISORDERS,"14/823,973", ,*United States,US,8/11/2015,,2016/0040240 A1.,8/11/2015,2281-002,Small,8/12/2014,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun","Merkel, William",48562A,"Judith Badner, Elliot Gershon, Chun-Yu Liu",US Utility,4/12/2018,2281-002,8/11/2035,"Butler, Brittany",Elliot Gershon,"Butler, Brittany",610762,,583594,No
3136,14-T-003,CLOSED LOOP WORKFLOW,"13/378,054", ,*United States,US,6/16/2010,, ,12/14/2011,2813-001,Large,7/1/2009,,Yes,4/28/2022,Pending,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-001,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610898,,583597,No
3137,14-T-003,CLOSED LOOP WORKFLOW,2014-206099,"6,129,804",Japan,JP,6/16/2010,4/21/2017, ,6/16/2010,2813-002,Large,7/1/2009,,No,4/28/2022,Issued,PHILIPS INTELLECTUAL PROPERTY & STANDARDS,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-002,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610899,,583597,No
3138,14-T-003,CLOSED LOOP WORKFLOW,PI 1010203-5, ,Brazil,BR,6/16/2010,, ,6/16/2010,2813-003,Large,7/1/2009,,No,4/28/2022,Pending,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-003,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610901,,583597,No
3139,14-T-003,CLOSED LOOP WORKFLOW,201080029356.8,201080029356.8,China,CN,6/16/2010,4/27/2016, ,6/16/2010,2813-004,Large,7/1/2009,,No,4/28/2022,Issued,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-004,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610902,,583597,No
3140,14-T-003,CLOSED LOOP WORKFLOW,617/CHENP/2012, ,India,IN,6/16/2010,, ,6/16/2010,2813-005,Large,7/1/2009,,No,4/28/2022,Pending,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-005,6/16/2030,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610903,,583597,No
3141,14-T-003,CLOSED LOOP WORKFLOW,2012-516906,"5,631,390",Japan,JP,6/16/2010,6/16/2010, ,6/16/2010,2813-006,Large,7/1/2009,,No,4/28/2022,Issued,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-006,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610904,,583597,No
3142,14-T-003,CLOSED LOOP WORKFLOW,2012103345,"2,554,522",Russian Federation,RU,6/16/2010,6/27/2015, ,6/16/2010,2813-007,Large,7/1/2009,,No,4/28/2022,Issued,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-007,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610906,,583597,No
3143,14-T-003,CLOSED LOOP WORKFLOW,PCT/IB10/52715, ,International Bureau,IB,6/16/2010,, ,6/16/2010,2813-008,Large,7/1/2009,,No,4/28/2022,Expired - Inactive,,, ,"Paul Chang, Paul Seltzer",PCT,4/12/2018,2813-008,12/16/2011,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610908,,583597,No
3144,14-T-003,CLOSED LOOP WORKFLOW,10-2012-7002528, ,"Korea, Republic of",KR,6/16/2010,, ,6/16/2010,2813-009,Large,7/1/2009,,No,4/28/2022,Pending,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-009,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610910,,583597,No
3145,14-T-003,CLOSED LOOP WORKFLOW,"61/222,132", ,*United States,US,7/1/2009,, ,7/1/2009,2813-010,Large,7/1/2009,,Yes,4/28/2022,Expired - Inactive,,, ,"Paul Chang, Paul Seltzer",Provisional,4/12/2018,2813-010,7/1/2010,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610911,,583597,No
3146,14-T-003,CLOSED LOOP WORKFLOW,"61/263,054", ,*United States,US,11/20/2009,, ,11/20/2009,2813-011,Large,11/20/2009,,No,4/28/2022,Expired - Inactive,,, ,"Paul Chang, Paul Seltzer",Provisional,4/12/2018,2813-011,11/20/2010,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610912,,583597,No
3147,14-T-003,CLOSED LOOP WORKFLOW,10739697.0, ,European Patent Office (EPO),EP,6/16/2010,, ,6/16/2010,2813-012,Large,7/1/2009,,No,4/28/2022,Abandoned,,, ,"Paul Chang, Paul Seltzer",Nationalized PCT,4/12/2018,2813-012,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",610913,,583597,No
3148,14-T-003,CLOSED LOOP WORKFLOW,"16/188,579", ,*United States,US,6/16/2010,, ,11/13/2018,2813-013,Large,7/1/2009,11/13/2018,No,4/28/2022,Pending,,, ,"Paul Chang, Paul Seltzer",Divisional,11/18/2018, ,12/14/2031,"Ginsburg, Eric",Paul Chang,"Smith, Dane",1900519,,583597,No
